Device ID,Manufacture Date,Installation Date,Fault Date,Fault Age,Next Fault Date,Predicted Fault Interval Days
580,2014-05-15,2014-09-21,2023-08-15,3250,2024-01-24 19:00:51.855494400,162.79227
581,2018-05-10,2018-06-26,2023-11-02,1955,2024-06-28 13:47:17.548828800,239.57451
582,2020-02-09,2020-07-06,2023-04-04,1002,2024-01-14 12:13:37.382793600,285.50946
583,2010-01-05,2010-01-16,2022-03-11,4437,2022-08-05 10:41:25.546848000,147.44543
584,2013-01-31,2013-06-10,2023-08-21,3724,2024-01-17 06:31:39.755856000,149.27199
585,2013-05-04,2013-08-31,2023-12-28,3771,2024-05-24 20:41:31.259731200,148.86217
586,2012-02-13,2012-07-02,2023-09-26,4103,2024-02-20 14:54:46.230451200,147.62137
587,2012-05-26,2012-06-15,2023-11-20,4175,2024-04-15 13:09:47.109369600,147.54846
588,2012-09-18,2012-09-23,2023-09-20,4014,2024-02-14 18:21:00.351532800,147.76459
589,2018-01-10,2018-02-16,2023-05-08,1907,2024-01-04 16:29:08.583964799,241.6869
590,2019-05-15,2019-10-28,2023-07-18,1359,2024-04-10 23:05:06.738288000,267.96188
591,2010-02-16,2010-07-03,2022-09-10,4452,2023-02-04 10:38:27.568377600,147.44337
592,2017-12-24,2018-02-15,2023-06-08,1939,2024-02-03 06:31:26.572252800,240.27184
593,2017-11-10,2018-05-01,2023-08-22,1939,2024-04-18 06:31:26.572252800,240.27184
594,2018-03-03,2018-06-10,2023-11-18,1987,2024-07-13 04:37:32.197296000,238.19273
595,2020-08-27,2020-11-21,2023-10-16,1059,2024-07-25 23:03:50.273424000,283.961
596,2017-05-27,2017-09-12,2023-08-14,2162,2024-03-31 07:57:54.316396800,230.33188
597,2010-09-26,2010-10-20,2022-12-04,4428,2023-04-30 10:42:51.240268800,147.44643
598,2011-01-05,2011-03-27,2023-09-06,4546,2024-01-31 10:15:44.384774400,147.4276
599,2011-09-28,2012-03-04,2023-10-16,4243,2024-03-11 12:05:13.769548800,147.50363
600,2013-02-03,2013-06-03,2023-10-28,3799,2024-03-24 15:38:48.222614400,148.65195
601,2014-08-21,2014-10-19,2023-12-18,3347,2024-05-23 02:13:19.804684800,157.09259
602,2014-08-10,2014-12-16,2023-07-10,3128,2023-12-27 02:00:23.290992000,170.0836
603,2011-10-19,2012-02-10,2023-11-04,4285,2024-03-30 11:38:49.101532800,147.48529
604,2010-04-30,2010-08-23,2022-10-15,4436,2023-03-11 10:42:32.783241600,147.44621
605,2012-04-10,2012-04-24,2023-10-16,4192,2024-03-11 12:54:47.988287999,147.53806
606,2014-12-16,2014-12-25,2023-11-02,3234,2024-04-13 18:55:53.906217600,163.78882
607,2020-01-24,2020-03-04,2023-10-16,1321,2024-07-12 16:53:17.460902400,270.70367
608,2012-12-17,2013-01-11,2023-08-27,3880,2024-01-22 04:33:01.933603200,148.1896
609,2015-05-29,2015-09-09,2023-07-14,2865,2024-01-18 17:25:53.906217600,188.72632
610,2013-10-01,2013-10-23,2023-07-28,3565,2023-12-26 04:47:05.683603200,151.19937
611,2012-01-11,2012-01-15,2023-10-04,4280,2024-02-28 11:42:29.267568000,147.48784
612,2019-09-16,2020-02-17,2023-06-04,1203,2024-03-08 11:00:53.613244800,278.45895
613,2010-04-27,2010-05-26,2022-09-13,4493,2023-02-07 10:31:07.236307200,147.43828
614,2015-01-28,2015-05-17,2023-07-26,2992,2024-01-21 00:10:31.494144000,179.00731
615,2017-10-09,2018-01-15,2023-05-12,1943,2024-01-07 02:18:53.349638400,240.09645
616,2013-02-24,2013-04-02,2023-12-04,3898,2024-04-30 02:47:20.625043200,148.11621
617,2019-06-27,2019-09-10,2023-04-13,1311,2024-01-09 11:11:05.332070400,271.46603
618,2015-04-16,2015-06-25,2023-08-20,2978,2024-02-16 02:05:22.558560000,180.08707
619,2012-10-09,2013-03-04,2023-08-01,3802,2023-12-27 15:08:17.021443200,148.63075
620,2014-07-23,2014-11-28,2023-12-20,3309,2024-05-27 04:28:47.490268800,159.18666
621,2012-12-17,2013-03-12,2023-10-09,3863,2024-03-05 06:33:26.542972800,148.27322
622,2011-09-26,2011-11-07,2023-11-14,4390,2024-04-09 10:47:20.185584000,147.44954
623,2011-05-28,2011-09-05,2023-11-20,4459,2024-04-15 10:36:19.687478400,147.4419
624,2020-06-19,2020-07-30,2023-10-26,1183,2024-07-31 10:00:25.488288000,279.41696
625,2017-10-20,2018-04-04,2023-07-27,1940,2024-03-23 05:29:09.023424000,240.22858
626,2013-01-24,2013-02-27,2023-10-24,3891,2024-03-20 03:25:01.611350400,148.14238
627,2020-02-27,2020-03-15,2023-09-15,1279,2024-06-14 20:31:15.585945600,273.85504
628,2013-02-15,2013-07-30,2023-07-19,3641,2023-12-16 04:16:12.070272000,150.17792
629,2011-07-14,2011-12-14,2023-11-27,4366,2024-04-22 10:58:39.140630400,147.4574
630,2020-01-21,2020-05-22,2023-03-24,1036,2024-01-02 14:44:31.874956800,284.61426
631,2011-05-03,2011-07-18,2023-09-18,4445,2024-02-12 10:39:29.531260800,147.44409
632,2019-01-22,2019-04-19,2023-12-21,1707,2024-08-27 18:08:31.523424000,250.75592
633,2020-10-31,2021-02-25,2023-12-05,1013,2024-09-15 05:32:42.597657600,285.23105
634,2012-06-15,2012-09-29,2023-08-09,3966,2024-01-03 21:07:58.564416000,147.88054
635,2019-02-26,2019-05-23,2023-12-10,1662,2024-08-18 17:43:00.908198400,252.7382
636,2013-04-27,2013-05-24,2023-10-21,3802,2024-03-17 15:08:17.021443200,148.63075
637,2011-12-05,2012-01-31,2023-09-14,4244,2024-02-08 12:05:13.769548800,147.50363
638,2014-01-10,2014-02-10,2023-07-24,3451,2023-12-24 06:43:01.347657600,153.27988
639,2011-08-04,2011-12-16,2023-12-15,4382,2024-05-10 10:57:01.582070400,147.45627
640,2017-10-08,2018-03-25,2023-05-18,1880,2024-01-15 21:30:41.748019200,242.89632
641,2017-12-18,2018-03-26,2023-10-23,2037,2024-06-15 00:15:54.492163199,236.01105
642,2016-04-13,2016-04-25,2023-08-05,2658,2024-02-26 18:03:03.251980800,205.75212
643,2018-08-14,2018-10-06,2023-12-12,1893,2024-08-10 07:27:49.482432000,242.31099
644,2010-06-03,2010-10-19,2023-05-10,4586,2023-10-04 10:12:52.998019200,147.42561
645,2014-08-07,2015-01-27,2023-07-30,3106,2024-01-17 09:09:45.351532800,171.38177
646,2019-08-08,2019-12-31,2023-11-19,1419,2024-08-09 04:27:16.523423999,264.1856
647,2012-09-23,2013-02-24,2023-11-23,3924,2024-04-19 00:13:36.064415999,148.00945
648,2018-08-24,2018-12-24,2023-07-28,1677,2024-04-05 01:51:45.175766400,252.0776
649,2017-07-07,2017-08-22,2023-11-23,2284,2024-07-04 14:22:01.874956800,224.59863
650,2019-03-11,2019-05-14,2023-09-06,1576,2024-05-19 12:09:53.261712000,256.50687
651,2013-05-28,2013-10-05,2023-10-16,3663,2024-03-13 21:56:17.636755200,149.9141
652,2012-12-28,2013-02-20,2023-09-07,3851,2024-02-02 08:04:03.457027200,148.33615
653,2018-07-16,2018-10-31,2023-11-02,1828,2024-07-04 06:25:39.843782399,245.26782
654,2012-10-05,2012-11-25,2023-10-12,3973,2024-03-07 20:40:53.027385600,147.86172
655,2015-11-12,2015-12-18,2023-12-10,2914,2024-06-11 23:09:40.957027200,184.96506
656,2014-11-09,2015-03-04,2023-12-30,3223,2024-06-11 11:07:15.937478400,164.46338
657,2012-08-15,2012-09-10,2023-08-04,3980,2023-12-29 20:11:46.201171200,147.8415
658,2018-05-18,2018-06-16,2023-10-18,1950,2024-06-13 18:59:38.027385600,239.79141
659,2011-03-29,2011-08-25,2023-08-21,4379,2024-01-15 10:57:01.582070400,147.45627
660,2013-05-12,2013-05-23,2023-11-14,3827,2024-04-10 11:22:16.376937600,148.4738
661,2018-02-07,2018-03-19,2023-07-04,1933,2024-02-29 12:51:31.552704000,240.53578
662,2016-03-15,2016-03-26,2023-12-15,2820,2024-06-24 15:18:48.515587200,192.63806
663,2016-11-26,2017-05-09,2023-07-09,2252,2024-02-20 02:48:52.910179200,226.11728
664,2016-10-15,2017-02-05,2023-08-03,2370,2024-03-10 11:18:55.986307200,220.47148
665,2016-07-16,2016-08-24,2023-07-14,2515,2024-02-12 10:45:07.031260800,213.448
666,2011-07-05,2011-08-28,2023-12-22,4499,2024-05-17 10:29:41.542972800,147.43729
667,2014-06-24,2014-09-30,2023-11-21,3339,2024-04-26 12:13:13.652342400,157.50919
668,2013-08-05,2013-09-29,2023-12-12,3726,2024-05-09 05:55:20.507836800,149.24677
669,2019-02-08,2019-05-30,2023-05-10,1441,2024-01-27 22:50:57.714864000,262.95206
670,2014-10-24,2015-03-25,2023-09-12,3093,2024-03-02 03:54:09.755856000,172.16261
671,2010-12-23,2011-05-22,2023-12-19,4594,2024-05-14 10:11:03.574233600,147.42435
672,2015-09-02,2015-11-10,2023-06-29,2788,2024-01-10 14:07:17.255856000,195.5884
673,2014-11-21,2015-01-16,2023-12-23,3263,2024-06-01 23:29:10.341801600,161.97859
674,2017-01-13,2017-02-15,2023-12-26,2505,2024-07-26 22:32:43.476576000,213.93939
675,2014-11-17,2014-12-23,2023-07-28,3139,2024-01-13 10:29:37.587926400,169.43724
676,2020-09-13,2021-02-08,2023-01-02,693,2023-10-18 21:24:44.472614400,289.89218
677,2018-09-07,2018-11-27,2023-04-25,1610,2024-01-05 00:15:17.578108800,255.01062
678,2017-10-20,2018-02-06,2023-04-04,1883,2023-12-02 18:21:50.449190400,242.76517
679,2018-11-26,2019-04-29,2023-11-08,1654,2024-07-18 02:09:09.316396800,253.08969
680,2019-01-08,2019-03-22,2023-06-08,1539,2024-02-21 03:47:40.839820800,258.1581
681,2020-11-21,2020-12-31,2023-11-16,1050,2024-08-26 05:17:19.746124800,284.22037
682,2017-09-10,2017-09-27,2023-08-04,2137,2024-03-22 11:32:13.593782400,231.48071
683,2020-03-19,2020-07-26,2023-03-03,950,2023-12-14 16:37:41.425766400,286.69284
684,2016-10-25,2016-12-25,2023-11-30,2531,2024-06-29 15:36:56.162073600,212.65065
685,2014-06-20,2014-12-08,2023-07-26,3152,2024-01-10 16:17:50.947295999,168.67906
686,2017-09-17,2017-12-30,2023-10-21,2121,2024-06-09 05:10:19.189459200,232.2155
687,2012-10-12,2012-11-23,2023-12-05,4029,2024-04-30 17:35:45.849638400,147.73317
688,2013-09-10,2013-10-05,2023-08-05,3591,2024-01-02 19:51:50.449190400,150.82767
689,2011-05-31,2011-07-09,2023-12-03,4530,2024-04-28 10:18:17.314416000,147.42937
690,2018-06-15,2018-07-20,2023-10-08,1906,2024-06-05 17:30:28.125043200,241.72949
691,2017-10-10,2018-02-18,2023-04-21,1888,2023-12-19 12:53:15.703152000,242.53699
692,2010-12-02,2011-03-20,2023-06-21,4476,2023-11-15 10:31:07.236307200,147.43828
693,2014-11-18,2015-05-09,2023-08-25,3030,2024-02-17 05:17:47.431622400,176.22069
694,2016-04-24,2016-10-20,2023-07-23,2467,2024-02-23 18:24:24.697295999,215.76695
695,2011-05-12,2011-08-22,2023-09-30,4422,2024-02-24 10:42:51.240268800,147.44643
696,2012-06-14,2012-09-20,2023-11-21,4079,2024-04-16 15:37:01.435584000,147.65071
697,2016-01-17,2016-01-29,2023-08-12,2752,2024-02-26 19:16:50.302704000,198.80336
698,2019-09-17,2019-10-06,2023-09-17,1442,2024-06-05 21:36:17.929728000,262.9002
699,2012-05-01,2012-08-10,2023-09-22,4060,2024-02-16 16:17:20.625043200,147.67871
700,2014-08-15,2014-09-28,2023-09-04,3263,2024-02-12 23:29:10.341801600,161.97859
701,2015-04-16,2015-06-04,2023-08-08,2987,2024-02-03 09:22:44.501980800,179.3908
702,2017-06-30,2017-07-17,2023-07-13,2187,2024-02-27 04:07:53.730451200,229.17215
703,2020-04-04,2020-06-17,2023-06-02,1080,2024-03-11 07:22:58.125043200,283.30762
704,2016-08-24,2016-10-20,2023-10-06,2542,2024-05-05 02:30:36.035136000,212.10458
705,2014-04-18,2014-06-12,2023-08-08,3344,2024-01-12 05:57:11.250000000,157.24805
706,2020-12-14,2021-01-30,2023-01-21,721,2023-11-06 16:23:13.945315200,289.6828
707,2012-08-14,2012-08-26,2023-11-27,4110,2024-04-22 14:37:49.775404800,147.6096
708,2017-07-01,2017-09-01,2023-08-02,2161,2024-03-19 08:57:57.392611200,230.37358
709,2019-07-31,2019-10-19,2023-04-11,1270,2024-01-10 11:28:21.562521600,274.47803
710,2014-06-25,2014-09-16,2023-07-28,3237,2024-01-07 14:18:24.345676800,163.59612
711,2013-07-15,2013-07-23,2023-11-05,3757,2024-04-01 23:19:57.949190400,148.9722
712,2020-09-11,2021-02-07,2023-05-20,832,2024-03-03 13:51:05.625043200,288.57715
713,2019-12-28,2020-03-18,2023-11-13,1335,2024-08-08 15:59:09.023424000,269.66608
714,2013-12-11,2014-04-08,2023-11-22,3515,2024-04-21 23:48:39.726576000,151.99213
715,2013-04-06,2013-05-01,2023-08-23,3766,2024-01-18 21:32:16.669910400,148.89742
716,2020-09-18,2020-12-16,2023-11-15,1064,2024-08-24 19:14:58.242163200,283.80206
717,2012-12-02,2012-12-14,2023-12-04,4007,2024-04-29 18:46:50.742163200,147.78253
718,2019-12-07,2020-04-28,2023-09-28,1248,2024-06-29 22:17:57.539097600,275.92914
719,2010-10-12,2010-12-10,2023-06-02,4557,2023-10-27 10:15:44.384774400,147.4276
720,2016-09-10,2017-02-11,2023-10-17,2439,2024-05-21 03:06:47.373062399,217.12971
721,2010-01-12,2010-05-01,2022-08-13,4487,2023-01-07 10:31:07.236307200,147.43828
722,2014-06-19,2014-07-15,2023-12-22,3447,2024-05-23 09:09:40.078108800,153.38171
723,2019-03-28,2019-05-14,2023-07-09,1517,2024-03-24 04:09:12.832070400,259.17307
724,2020-11-13,2020-12-15,2023-09-28,1017,2024-07-09 03:11:25.546848000,285.13293
725,2019-02-07,2019-02-17,2023-07-02,1596,2024-03-13 14:59:41.542972799,255.62479
726,2016-12-21,2017-01-06,2023-06-08,2344,2024-01-15 17:33:26.103513600,221.73155
727,2012-01-24,2012-06-17,2023-10-16,4138,2024-03-11 13:56:54.990268800,147.58119
728,2015-09-14,2016-02-12,2023-11-05,2823,2024-05-15 08:30:46.582070400,192.3547
729,2017-08-06,2017-09-01,2023-06-27,2125,2024-02-14 00:45:14.501980800,232.03142
730,2017-12-06,2018-03-02,2023-05-14,1899,2024-01-11 01:05:16.845676800,242.04533
731,2010-03-31,2010-08-13,2023-01-05,4528,2023-06-01 10:22:39.667929600,147.4324
732,2012-02-15,2012-02-29,2023-11-20,4282,2024-04-15 11:39:44.472614400,147.48593
733,2017-04-06,2017-06-24,2023-07-13,2210,2024-02-26 02:13:40.898467200,228.09283
734,2020-12-07,2021-04-03,2023-01-31,668,2023-11-17 01:25:28.417929600,290.05936
735,2018-04-06,2018-04-13,2023-07-26,1930,2024-03-22 16:03:07.646486400,240.66884
736,2014-06-14,2014-10-29,2023-09-08,3236,2024-02-18 15:54:49.306665600,163.66307
737,2018-05-28,2018-09-20,2023-05-30,1713,2024-02-04 11:49:06.093782400,250.49243
738,2011-02-22,2011-08-17,2023-12-05,4493,2024-04-30 10:31:07.236307200,147.43828
739,2010-04-25,2010-07-06,2022-12-06,4536,2023-05-02 10:18:17.314416000,147.42937
740,2011-09-09,2011-11-07,2023-10-29,4374,2024-03-24 10:57:25.312521600,147.45654
741,2020-11-18,2021-02-08,2023-12-14,1039,2024-09-23 12:55:16.992163200,284.5384
742,2018-12-12,2019-04-07,2023-08-21,1597,2024-05-02 13:57:09.492163200,255.58136
743,2012-04-05,2012-09-19,2023-11-12,4071,2024-04-07 15:58:14.970720000,147.66545
744,2019-10-13,2020-03-07,2023-09-29,1301,2024-06-27 05:30:14.941440000,272.22934
745,2014-07-08,2014-10-19,2023-12-24,3353,2024-05-28 19:06:47.812521600,156.79639
746,2014-02-25,2014-03-14,2023-11-19,3537,2024-04-18 15:03:17.753875200,151.62729
747,2018-08-13,2018-08-27,2023-03-26,1672,2023-12-03 07:12:41.132793600,252.30048
748,2011-02-17,2011-07-26,2023-12-20,4530,2024-05-15 10:18:17.314416000,147.42937
749,2019-06-10,2019-11-09,2023-08-08,1368,2024-05-01 08:32:10.957027200,267.35568
750,2019-07-24,2019-11-09,2023-05-21,1289,2024-02-18 03:11:59.824233599,273.13333
751,2011-12-30,2012-02-13,2023-10-19,4266,2024-03-14 11:49:19.277385600,147.49258
752,2019-03-03,2019-06-09,2023-10-03,1577,2024-06-15 11:06:57.480451200,256.46317
753,2018-05-27,2018-10-05,2023-03-30,1637,2023-12-08 19:47:16.230451200,253.8245
754,2017-09-09,2017-10-16,2023-08-22,2136,2024-04-09 12:37:50.214864000,231.52628
755,2011-11-07,2012-04-26,2023-11-27,4232,2024-04-22 12:14:18.251980800,147.50993
756,2019-06-28,2019-12-13,2023-03-09,1182,2023-12-13 11:12:03.339820800,279.4667
757,2015-03-08,2015-06-24,2023-12-17,3098,2024-06-05 20:36:43.857388800,171.85884
758,2016-11-09,2016-12-18,2023-09-11,2458,2024-04-14 05:14:19.130899200,216.21828
759,2018-02-15,2018-03-02,2023-11-18,2087,2024-07-08 18:17:20.185584000,233.76204
760,2016-02-18,2016-06-17,2023-11-02,2694,2024-05-23 08:44:04.189459200,203.36394
761,2017-08-18,2017-08-22,2023-05-26,2103,2024-01-14 00:49:23.671891200,233.0343
762,2020-04-18,2020-07-20,2023-06-20,1065,2024-03-29 18:35:41.015587200,283.77478
763,2013-01-27,2013-06-29,2023-07-28,3681,2023-12-24 17:05:37.060540800,149.71223
764,2014-04-21,2014-09-09,2023-12-26,3395,2024-05-28 23:14:17.812521600,154.96826
765,2012-09-04,2013-02-12,2023-12-20,3963,2024-05-15 21:18:06.328108800,147.88757
766,2012-10-05,2012-10-21,2023-12-23,4080,2024-05-18 15:34:58.828108800,147.64929
767,2015-11-14,2016-05-02,2023-09-16,2693,2024-04-06 10:12:29.267568000,203.42534
768,2014-08-15,2014-12-01,2023-07-17,3150,2024-01-01 19:03:55.107388800,168.79439
769,2017-06-03,2017-10-07,2023-12-02,2247,2024-07-15 08:29:20.888649600,226.35371
770,2018-12-06,2019-01-30,2023-09-15,1689,2024-05-23 13:14:10.781260800,251.55151
771,2020-06-04,2020-11-21,2023-08-31,1013,2024-06-11 05:32:42.597657600,285.23105
772,2010-02-06,2010-03-12,2022-04-19,4421,2022-09-13 10:43:46.611350400,147.44707
773,2020-07-18,2020-12-23,2023-09-13,994,2024-06-24 16:54:52.382793600,285.70477
774,2019-06-03,2019-06-16,2023-11-19,1617,2024-07-30 16:54:19.423785600,254.70439
775,2020-04-24,2020-09-12,2023-09-29,1112,2024-07-07 05:28:05.742163200,282.22784
776,2014-03-29,2014-04-16,2023-11-16,3501,2024-04-16 05:45:48.339820800,152.24014
777,2016-05-15,2016-10-22,2023-07-06,2448,2024-02-07 16:46:51.181622400,216.6992
778,2016-03-14,2016-06-18,2023-05-31,2538,2023-12-29 07:24:51.503875200,212.30893
779,2017-12-24,2018-04-26,2023-11-17,2031,2024-07-10 06:44:05.947296000,236.28062
780,2012-05-22,2012-06-30,2023-10-22,4131,2024-03-17 14:06:36.386755200,147.58792
781,2014-12-27,2015-02-11,2023-07-30,3091,2024-01-18 06:45:39.550809600,172.28171
782,2013-07-20,2013-08-18,2023-12-28,3784,2024-05-24 18:17:37.324233600,148.76224
783,2020-10-27,2020-12-28,2023-11-03,1040,2024-08-13 12:11:22.910179200,284.5079
784,2015-10-11,2015-10-27,2023-06-25,2798,2024-01-05 15:48:17.753875200,194.65854
785,2011-08-19,2011-12-18,2023-09-12,4286,2024-02-06 11:37:48.457027200,147.48459
786,2015-03-19,2015-03-29,2023-12-24,3192,2024-06-07 08:01:59.531260800,166.33472
787,2011-12-30,2012-06-05,2023-10-28,4162,2024-03-23 13:28:32.988287999,147.5615
788,2013-09-27,2014-02-27,2023-12-26,3589,2024-05-24 20:34:09.609369600,150.85706
789,2011-02-01,2011-05-15,2023-06-24,4423,2023-11-18 10:42:51.240268800,147.44643
790,2011-11-30,2012-02-22,2023-12-23,4322,2024-05-18 11:19:44.765587200,147.47205
791,2018-06-18,2018-10-29,2023-05-22,1666,2024-01-29 13:36:13.095676800,252.56682
792,2016-02-03,2016-04-08,2023-07-05,2644,2024-01-27 14:22:01.874956800,206.59863
793,2014-06-24,2014-12-18,2023-12-28,3297,2024-06-04 21:31:52.939459200,159.89714
794,2011-01-31,2011-02-03,2023-07-13,4543,2023-12-07 10:18:05.449190400,147.42923
795,2016-10-28,2017-04-19,2023-10-25,2380,2024-05-31 23:48:02.812521600,219.9917
796,2019-01-18,2019-06-09,2023-06-17,1469,2024-03-04 11:48:37.089820800,261.4921
797,2020-11-30,2021-03-30,2023-05-23,784,2024-03-07 02:56:02.695315200,289.12225
798,2010-03-17,2010-08-22,2022-11-01,4454,2023-03-28 10:38:27.568377600,147.44337
799,2010-09-22,2010-11-29,2023-02-10,4456,2023-07-07 10:38:27.568377600,147.44337
800,2016-11-07,2017-04-02,2023-12-09,2442,2024-07-12 23:37:27.363244800,216.98434
801,2014-12-25,2015-01-31,2023-07-25,3097,2024-01-12 22:03:24.785136000,171.91904
802,2011-12-19,2012-05-20,2023-09-18,4138,2024-02-12 13:56:54.990268800,147.58119
803,2017-08-14,2018-02-06,2023-06-17,1957,2024-02-11 11:50:12.011712000,239.4932
804,2019-06-18,2019-08-30,2023-05-23,1362,2024-02-14 18:13:03.105494400,267.75906
805,2019-12-15,2020-05-06,2023-05-05,1094,2024-02-11 20:13:09.257836800,282.84247
806,2012-04-30,2012-06-18,2023-10-19,4140,2024-03-14 13:55:59.619100800,147.58055
807,2019-10-18,2020-02-16,2023-11-12,1365,2024-08-05 13:28:14.531260800,267.56128
808,2013-10-22,2014-01-18,2023-12-17,3620,2024-05-15 10:34:17.080089600,150.44048
809,2010-05-24,2010-10-11,2023-01-27,4491,2023-06-23 10:31:07.236307200,147.43828
810,2012-06-03,2012-07-10,2023-12-14,4174,2024-05-09 13:09:47.109369600,147.54846
811,2018-08-07,2018-10-07,2023-04-28,1664,2024-01-05 15:34:16.640630400,252.6488
812,2018-09-06,2019-02-24,2023-09-26,1675,2024-06-04 04:05:24.755856000,252.17043
813,2011-01-31,2011-06-04,2023-08-10,4450,2024-01-04 10:38:27.568377600,147.44337
814,2018-06-24,2018-08-02,2023-03-15,1686,2023-11-21 16:28:27.714864000,251.68643
815,2018-03-15,2018-05-17,2023-06-14,1854,2024-02-13 01:57:09.492163200,244.08136
816,2018-01-17,2018-03-04,2023-12-20,2117,2024-08-08 09:37:42.304684800,232.40118
817,2014-02-01,2014-04-30,2023-11-11,3482,2024-04-11 14:29:28.798828800,152.6038
818,2019-09-26,2019-10-07,2023-06-23,1355,2024-03-17 05:45:53.613244800,268.2402
819,2019-12-16,2020-02-16,2023-06-27,1227,2024-03-30 04:42:26.191440000,277.19614
820,2018-10-28,2019-01-13,2023-05-24,1592,2024-02-03 19:14:55.605494400,255.80203
821,2013-03-13,2013-08-13,2023-09-08,3678,2024-02-04 17:51:46.933603199,149.7443
822,2017-03-01,2017-04-22,2023-06-12,2242,2024-01-24 14:10:37.646486400,226.59071
823,2012-11-28,2012-12-02,2023-08-31,3924,2024-01-26 00:13:36.064415999,148.00945
824,2015-11-27,2016-01-25,2023-07-13,2726,2024-01-29 23:07:23.847657600,200.96347
825,2020-04-22,2020-07-03,2023-11-28,1243,2024-08-30 05:34:35.976576000,276.23236
826,2012-12-01,2013-04-28,2023-09-24,3801,2024-02-19 15:21:38.583964799,148.64003
827,2013-04-24,2013-07-26,2023-08-11,3668,2024-01-07 20:36:18.808560000,149.85855
828,2018-03-02,2018-05-04,2023-07-28,1911,2024-03-25 12:12:27.509731200,241.50865
829,2016-09-11,2016-11-04,2023-12-04,2586,2024-06-30 20:35:20.800809600,209.85788
830,2019-01-08,2019-05-05,2023-09-29,1608,2024-06-10 02:22:57.246124800,255.09927
831,2011-09-26,2012-01-14,2023-09-30,4277,2024-02-24 11:45:39.111350400,147.49004
832,2013-03-02,2013-05-15,2023-10-09,3799,2024-03-05 15:38:48.222614400,148.65195
833,2018-11-09,2019-02-24,2023-09-09,1658,2024-05-18 21:58:20.244144000,252.91551
834,2013-05-23,2013-07-19,2023-12-20,3806,2024-05-16 14:29:45.937478400,148.604
835,2012-01-03,2012-06-20,2023-12-23,4203,2024-05-18 12:47:39.521443200,147.5331
836,2010-08-23,2010-08-26,2022-12-14,4493,2023-05-10 10:31:07.236307200,147.43828
837,2020-09-19,2021-01-17,2023-10-21,1007,2024-08-01 09:19:09.609369600,285.3883
838,2017-05-29,2017-06-04,2023-11-09,2349,2024-06-17 11:42:29.267568000,221.48784
839,2012-01-21,2012-01-26,2023-10-23,4288,2024-03-18 11:36:53.085945600,147.48395
840,2017-03-20,2017-03-25,2023-07-24,2312,2024-03-03 06:06:40.781260800,223.25464
841,2018-06-08,2018-08-01,2023-11-08,1925,2024-07-05 21:20:23.437478400,240.88916
842,2018-08-12,2018-09-28,2023-11-19,1878,2024-07-18 23:44:21.328108800,242.98914
843,2012-08-11,2013-02-04,2023-10-18,3908,2024-03-14 01:43:46.611350399,148.07207
844,2016-12-14,2016-12-23,2023-05-28,2347,2024-01-04 14:01:31.845676800,221.5844
845,2018-02-08,2018-05-18,2023-08-20,1920,2024-04-17 02:35:36.621081600,241.10806
846,2019-02-07,2019-02-27,2023-11-17,1724,2024-07-23 23:56:56.748019200,249.99788
847,2019-01-15,2019-05-17,2023-10-02,1599,2024-06-13 12:01:24.374956800,255.50098
848,2014-03-23,2014-05-23,2023-11-26,3474,2024-04-26 18:23:06.914054400,152.76605
849,2013-04-12,2013-08-13,2023-11-02,3733,2024-03-30 04:21:28.476576000,149.18158
850,2014-08-04,2015-01-14,2023-12-08,3250,2024-05-18 19:00:51.855494400,162.79227
851,2013-04-06,2013-10-01,2023-07-18,3577,2023-12-16 00:40:04.687478400,151.02783
852,2016-01-27,2016-04-18,2023-07-07,2636,2024-01-30 02:07:27.802704000,207.08852
853,2013-11-17,2014-01-18,2023-08-07,3488,2024-01-06 11:32:03.046848000,152.48059
854,2018-03-13,2018-08-05,2023-09-28,1880,2024-05-27 21:30:41.748019200,242.89632
855,2017-10-13,2017-10-16,2023-10-30,2205,2024-06-14 07:45:26.806665600,228.32323
856,2017-05-05,2017-10-12,2023-06-14,2071,2024-02-03 11:42:13.447296000,234.48766
857,2013-05-02,2013-05-15,2023-12-31,3882,2024-05-27 04:17:58.857388800,148.17915
858,2014-03-21,2014-07-19,2023-10-09,3369,2024-03-13 01:02:25.459008000,156.04335
859,2015-09-08,2016-01-11,2023-09-18,2807,2024-03-29 19:56:28.623062400,193.83089
860,2018-11-11,2019-02-08,2023-08-04,1638,2024-04-13 18:53:53.935584000,253.78743
861,2013-12-16,2014-02-27,2023-10-20,3522,2024-03-19 20:53:11.308560000,151.87027
862,2016-07-14,2016-09-20,2023-07-29,2503,2024-02-28 00:52:21.650361600,214.03636
863,2020-03-08,2020-07-28,2023-08-02,1100,2024-05-10 15:22:40.546848000,282.64075
864,2014-02-28,2014-06-09,2023-12-09,3470,2024-05-09 20:20:53.320272000,152.84784
865,2013-10-20,2014-01-26,2023-11-09,3574,2024-04-08 01:28:36.943334400,151.06154
866,2015-01-31,2015-02-11,2023-07-11,3072,2023-12-31 10:46:35.361350400,173.44902
867,2013-09-27,2014-01-10,2023-11-26,3607,2024-04-24 14:36:17.490268800,150.60854
868,2011-05-15,2011-07-21,2023-11-07,4492,2024-04-02 10:31:07.236307200,147.43828
869,2014-08-08,2014-12-09,2023-09-27,3214,2024-03-10 00:20:35.302704000,165.0143
