Device ID,Manufacture Date,Installation Date,Fault Date
554,2014-12-29,2015-02-02,2017-11-19
554,2014-12-29,2015-02-02,2018-10-20
554,2014-12-29,2015-02-02,2019-06-07
554,2014-12-29,2015-02-02,2020-04-20
554,2014-12-29,2015-02-02,2020-12-03
554,2014-12-29,2015-02-02,2021-07-17
554,2014-12-29,2015-02-02,2022-03-25
554,2014-12-29,2015-02-02,2022-11-08
554,2014-12-29,2015-02-02,2023-06-24
554,2014-12-29,2015-02-02,2023-12-13
555,2017-08-06,2017-11-10,2018-10-18
555,2017-08-06,2017-11-10,2019-08-21
555,2017-08-06,2017-11-10,2020-08-04
555,2017-08-06,2017-11-10,2021-07-09
555,2017-08-06,2017-11-10,2022-04-16
555,2017-08-06,2017-11-10,2023-02-28
555,2017-08-06,2017-11-10,2023-10-24
556,2015-06-06,2015-09-02,2016-09-21
556,2015-06-06,2015-09-02,2017-07-19
556,2015-06-06,2015-09-02,2018-08-15
556,2015-06-06,2015-09-02,2019-06-03
556,2015-06-06,2015-09-02,2020-04-22
556,2015-06-06,2015-09-02,2021-01-23
556,2015-06-06,2015-09-02,2021-10-16
556,2015-06-06,2015-09-02,2022-07-07
556,2015-06-06,2015-09-02,2023-03-11
556,2015-06-06,2015-09-02,2023-10-04
557,2012-05-03,2012-07-20,2013-08-05
557,2012-05-03,2012-07-20,2014-07-22
557,2012-05-03,2012-07-20,2015-06-05
557,2012-05-03,2012-07-20,2016-04-14
557,2012-05-03,2012-07-20,2017-03-27
557,2012-05-03,2012-07-20,2017-12-15
557,2012-05-03,2012-07-20,2018-09-28
557,2012-05-03,2012-07-20,2019-05-12
557,2012-05-03,2012-07-20,2019-12-06
557,2012-05-03,2012-07-20,2020-09-19
557,2012-05-03,2012-07-20,2021-04-19
557,2012-05-03,2012-07-20,2021-11-05
557,2012-05-03,2012-07-20,2022-05-13
557,2012-05-03,2012-07-20,2022-11-21
557,2012-05-03,2012-07-20,2023-05-04
557,2012-05-03,2012-07-20,2023-10-12
558,2010-02-20,2010-03-24,2011-04-28
558,2010-02-20,2010-03-24,2012-03-27
558,2010-02-20,2010-03-24,2013-03-08
558,2010-02-20,2010-03-24,2013-11-16
558,2010-02-20,2010-03-24,2014-09-22
558,2010-02-20,2010-03-24,2015-04-23
558,2010-02-20,2010-03-24,2016-01-04
558,2010-02-20,2010-03-24,2016-07-28
558,2010-02-20,2010-03-24,2017-04-07
558,2010-02-20,2010-03-24,2017-11-18
558,2010-02-20,2010-03-24,2018-06-01
558,2010-02-20,2010-03-24,2019-01-17
558,2010-02-20,2010-03-24,2019-07-07
558,2010-02-20,2010-03-24,2019-11-08
558,2010-02-20,2010-03-24,2020-05-07
558,2010-02-20,2010-03-24,2020-09-17
558,2010-02-20,2010-03-24,2021-02-05
558,2010-02-20,2010-03-24,2021-06-24
558,2010-02-20,2010-03-24,2021-10-22
558,2010-02-20,2010-03-24,2022-02-25
559,2020-03-25,2020-07-23,2021-06-01
559,2020-03-25,2020-07-23,2022-05-20
559,2020-03-25,2020-07-23,2023-03-04
560,2020-04-27,2020-06-12,2021-07-24
560,2020-04-27,2020-06-12,2022-07-28
560,2020-04-27,2020-06-12,2023-06-12
561,2011-07-29,2011-12-20,2012-12-24
561,2011-07-29,2011-12-20,2013-11-09
561,2011-07-29,2011-12-20,2014-10-08
561,2011-07-29,2011-12-20,2015-06-20
561,2011-07-29,2011-12-20,2016-05-03
561,2011-07-29,2011-12-20,2017-02-05
561,2011-07-29,2011-12-20,2017-12-22
561,2011-07-29,2011-12-20,2018-09-24
561,2011-07-29,2011-12-20,2019-05-24
561,2011-07-29,2011-12-20,2019-12-23
561,2011-07-29,2011-12-20,2020-06-29
561,2011-07-29,2011-12-20,2021-01-27
561,2011-07-29,2011-12-20,2021-07-24
561,2011-07-29,2011-12-20,2022-02-02
561,2011-07-29,2011-12-20,2022-07-21
561,2011-07-29,2011-12-20,2022-12-27
561,2011-07-29,2011-12-20,2023-05-29
561,2011-07-29,2011-12-20,2023-09-29
562,2018-12-06,2019-05-20,2020-04-10
562,2018-12-06,2019-05-20,2021-04-28
562,2018-12-06,2019-05-20,2022-02-17
562,2018-12-06,2019-05-20,2022-11-28
562,2018-12-06,2019-05-20,2023-10-04
563,2013-02-22,2013-07-14,2014-06-30
563,2013-02-22,2013-07-14,2015-05-25
563,2013-02-22,2013-07-14,2016-01-31
563,2013-02-22,2013-07-14,2016-11-09
563,2013-02-22,2013-07-14,2017-10-08
563,2013-02-22,2013-07-14,2018-06-30
563,2013-02-22,2013-07-14,2019-01-31
563,2013-02-22,2013-07-14,2019-09-16
563,2013-02-22,2013-07-14,2020-05-23
563,2013-02-22,2013-07-14,2021-01-13
563,2013-02-22,2013-07-14,2021-08-09
563,2013-02-22,2013-07-14,2022-02-14
563,2013-02-22,2013-07-14,2022-07-30
563,2013-02-22,2013-07-14,2023-02-05
563,2013-02-22,2013-07-14,2023-08-12
564,2016-01-07,2016-03-02,2017-01-20
564,2016-01-07,2016-03-02,2018-02-18
564,2016-01-07,2016-03-02,2019-01-07
564,2016-01-07,2016-03-02,2019-11-11
564,2016-01-07,2016-03-02,2020-09-23
564,2016-01-07,2016-03-02,2021-06-08
564,2016-01-07,2016-03-02,2021-12-28
564,2016-01-07,2016-03-02,2022-09-20
564,2016-01-07,2016-03-02,2023-05-20
564,2016-01-07,2016-03-02,2023-12-18
565,2016-06-19,2016-12-12,2018-01-11
565,2016-06-19,2016-12-12,2018-10-29
565,2016-06-19,2016-12-12,2019-09-22
565,2016-06-19,2016-12-12,2020-05-17
565,2016-06-19,2016-12-12,2021-03-05
565,2016-06-19,2016-12-12,2021-11-30
565,2016-06-19,2016-12-12,2022-09-04
565,2016-06-19,2016-12-12,2023-04-15
565,2016-06-19,2016-12-12,2023-11-29
566,2017-03-02,2017-03-09,2018-03-29
566,2017-03-02,2017-03-09,2019-03-04
566,2017-03-02,2017-03-09,2020-01-26
566,2017-03-02,2017-03-09,2020-10-13
566,2017-03-02,2017-03-09,2021-08-13
566,2017-03-02,2017-03-09,2022-07-01
566,2017-03-02,2017-03-09,2023-03-11
566,2017-03-02,2017-03-09,2023-11-26
567,2019-05-07,2019-07-20,2020-07-16
567,2019-05-07,2019-07-20,2021-05-04
567,2019-05-07,2019-07-20,2022-04-24
567,2019-05-07,2019-07-20,2023-03-04
567,2019-05-07,2019-07-20,2023-11-15
568,2016-06-10,2016-06-17,2017-06-19
568,2016-06-10,2016-06-17,2018-06-30
568,2016-06-10,2016-06-17,2019-07-07
568,2016-06-10,2016-06-17,2020-05-01
568,2016-06-10,2016-06-17,2021-01-04
568,2016-06-10,2016-06-17,2021-10-11
568,2016-06-10,2016-06-17,2022-08-11
568,2016-06-10,2016-06-17,2023-03-01
568,2016-06-10,2016-06-17,2023-09-25
569,2014-09-12,2015-02-20,2016-02-25
569,2014-09-12,2015-02-20,2017-01-15
569,2014-09-12,2015-02-20,2017-12-15
569,2014-09-12,2015-02-20,2018-11-18
569,2014-09-12,2015-02-20,2019-09-01
569,2014-09-12,2015-02-20,2020-05-27
569,2014-09-12,2015-02-20,2021-02-25
569,2014-09-12,2015-02-20,2021-10-21
569,2014-09-12,2015-02-20,2022-07-06
569,2014-09-12,2015-02-20,2023-03-24
569,2014-09-12,2015-02-20,2023-09-25
570,2011-11-13,2012-04-12,2013-04-25
570,2011-11-13,2012-04-12,2014-02-19
570,2011-11-13,2012-04-12,2014-12-01
570,2011-11-13,2012-04-12,2015-08-06
570,2011-11-13,2012-04-12,2016-05-19
570,2011-11-13,2012-04-12,2017-02-25
570,2011-11-13,2012-04-12,2017-11-05
570,2011-11-13,2012-04-12,2018-08-20
570,2011-11-13,2012-04-12,2019-05-16
570,2011-11-13,2012-04-12,2020-02-06
570,2011-11-13,2012-04-12,2020-09-02
570,2011-11-13,2012-04-12,2021-04-10
570,2011-11-13,2012-04-12,2021-10-17
570,2011-11-13,2012-04-12,2022-04-13
570,2011-11-13,2012-04-12,2022-09-17
570,2011-11-13,2012-04-12,2023-01-15
570,2011-11-13,2012-04-12,2023-06-23
570,2011-11-13,2012-04-12,2023-11-27
571,2012-04-17,2012-07-11,2013-07-10
571,2012-04-17,2012-07-11,2014-07-24
571,2012-04-17,2012-07-11,2015-06-01
571,2012-04-17,2012-07-11,2016-05-09
571,2012-04-17,2012-07-11,2017-02-17
571,2012-04-17,2012-07-11,2017-11-02
571,2012-04-17,2012-07-11,2018-08-20
571,2012-04-17,2012-07-11,2019-03-28
571,2012-04-17,2012-07-11,2019-10-28
571,2012-04-17,2012-07-11,2020-05-14
571,2012-04-17,2012-07-11,2020-11-14
571,2012-04-17,2012-07-11,2021-06-03
571,2012-04-17,2012-07-11,2021-11-27
571,2012-04-17,2012-07-11,2022-06-01
571,2012-04-17,2012-07-11,2022-10-17
571,2012-04-17,2012-07-11,2023-03-07
571,2012-04-17,2012-07-11,2023-08-06
572,2020-07-21,2020-12-15,2021-12-28
572,2020-07-21,2020-12-15,2022-11-17
572,2020-07-21,2020-12-15,2023-08-21
573,2012-12-13,2013-04-04,2014-04-02
573,2012-12-13,2013-04-04,2014-12-21
573,2012-12-13,2013-04-04,2015-10-07
573,2012-12-13,2013-04-04,2016-07-24
573,2012-12-13,2013-04-04,2017-05-11
573,2012-12-13,2013-04-04,2018-02-16
573,2012-12-13,2013-04-04,2018-10-25
573,2012-12-13,2013-04-04,2019-07-18
573,2012-12-13,2013-04-04,2020-03-16
573,2012-12-13,2013-04-04,2020-10-19
573,2012-12-13,2013-04-04,2021-06-03
573,2012-12-13,2013-04-04,2022-01-02
573,2012-12-13,2013-04-04,2022-06-13
573,2012-12-13,2013-04-04,2022-12-10
573,2012-12-13,2013-04-04,2023-06-14
573,2012-12-13,2013-04-04,2023-12-09
574,2018-05-09,2018-09-11,2019-09-02
574,2018-05-09,2018-09-11,2020-08-27
574,2018-05-09,2018-09-11,2021-08-14
574,2018-05-09,2018-09-11,2022-06-20
574,2018-05-09,2018-09-11,2023-04-12
575,2016-10-27,2017-03-23,2018-02-02
575,2016-10-27,2017-03-23,2019-01-09
575,2016-10-27,2017-03-23,2019-11-11
575,2016-10-27,2017-03-23,2020-08-28
575,2016-10-27,2017-03-23,2021-08-01
575,2016-10-27,2017-03-23,2022-06-01
575,2016-10-27,2017-03-23,2023-01-03
575,2016-10-27,2017-03-23,2023-08-13
576,2017-04-14,2017-05-20,2018-04-26
576,2017-04-14,2017-05-20,2019-04-18
576,2017-04-14,2017-05-20,2020-01-29
576,2017-04-14,2017-05-20,2021-01-03
576,2017-04-14,2017-05-20,2021-10-21
576,2017-04-14,2017-05-20,2022-07-15
576,2017-04-14,2017-05-20,2023-04-02
576,2017-04-14,2017-05-20,2023-11-25
577,2018-04-29,2018-05-28,2019-05-28
577,2018-04-29,2018-05-28,2020-04-25
577,2018-04-29,2018-05-28,2021-02-14
577,2018-04-29,2018-05-28,2022-01-24
577,2018-04-29,2018-05-28,2022-12-01
577,2018-04-29,2018-05-28,2023-11-07
578,2016-04-30,2016-07-21,2017-06-27
578,2016-04-30,2016-07-21,2018-05-07
578,2016-04-30,2016-07-21,2019-03-15
578,2016-04-30,2016-07-21,2019-12-31
578,2016-04-30,2016-07-21,2020-10-25
578,2016-04-30,2016-07-21,2021-06-18
578,2016-04-30,2016-07-21,2022-03-29
578,2016-04-30,2016-07-21,2022-12-07
578,2016-04-30,2016-07-21,2023-08-14
579,2018-07-22,2018-07-24,2019-08-02
579,2018-07-22,2018-07-24,2020-08-25
579,2018-07-22,2018-07-24,2021-06-16
579,2018-07-22,2018-07-24,2022-03-22
579,2018-07-22,2018-07-24,2023-01-28
579,2018-07-22,2018-07-24,2023-10-03
580,2014-05-15,2014-09-21,2015-11-13
580,2014-05-15,2014-09-21,2016-09-20
580,2014-05-15,2014-09-21,2017-09-30
580,2014-05-15,2014-09-21,2018-07-21
580,2014-05-15,2014-09-21,2019-04-03
580,2014-05-15,2014-09-21,2020-01-18
580,2014-05-15,2014-09-21,2020-10-05
580,2014-05-15,2014-09-21,2021-06-06
580,2014-05-15,2014-09-21,2022-01-05
580,2014-05-15,2014-09-21,2022-08-14
580,2014-05-15,2014-09-21,2023-01-25
580,2014-05-15,2014-09-21,2023-08-15
581,2018-05-10,2018-06-26,2019-04-22
581,2018-05-10,2018-06-26,2020-03-21
581,2018-05-10,2018-06-26,2021-01-16
581,2018-05-10,2018-06-26,2021-10-09
581,2018-05-10,2018-06-26,2022-06-03
581,2018-05-10,2018-06-26,2023-02-10
581,2018-05-10,2018-06-26,2023-11-02
582,2020-02-09,2020-07-06,2021-05-11
582,2020-02-09,2020-07-06,2022-05-04
582,2020-02-09,2020-07-06,2023-04-04
583,2010-01-05,2010-01-16,2011-02-05
583,2010-01-05,2010-01-16,2012-02-05
583,2010-01-05,2010-01-16,2013-01-16
583,2010-01-05,2010-01-16,2013-10-19
583,2010-01-05,2010-01-16,2014-07-19
583,2010-01-05,2010-01-16,2015-05-20
583,2010-01-05,2010-01-16,2015-12-11
583,2010-01-05,2010-01-16,2016-07-28
583,2010-01-05,2010-01-16,2017-02-16
583,2010-01-05,2010-01-16,2017-10-02
583,2010-01-05,2010-01-16,2018-04-21
583,2010-01-05,2010-01-16,2018-11-19
583,2010-01-05,2010-01-16,2019-05-24
583,2010-01-05,2010-01-16,2019-10-21
583,2010-01-05,2010-01-16,2020-03-13
583,2010-01-05,2010-01-16,2020-08-21
583,2010-01-05,2010-01-16,2021-01-09
583,2010-01-05,2010-01-16,2021-05-26
583,2010-01-05,2010-01-16,2021-10-23
583,2010-01-05,2010-01-16,2022-03-11
584,2013-01-31,2013-06-10,2014-08-14
584,2013-01-31,2013-06-10,2015-07-10
584,2013-01-31,2013-06-10,2016-05-07
584,2013-01-31,2013-06-10,2017-03-22
584,2013-01-31,2013-06-10,2017-12-20
584,2013-01-31,2013-06-10,2018-09-05
584,2013-01-31,2013-06-10,2019-05-17
584,2013-01-31,2013-06-10,2020-02-28
584,2013-01-31,2013-06-10,2020-10-31
584,2013-01-31,2013-06-10,2021-06-22
584,2013-01-31,2013-06-10,2022-02-14
584,2013-01-31,2013-06-10,2022-09-10
584,2013-01-31,2013-06-10,2023-02-16
584,2013-01-31,2013-06-10,2023-08-21
585,2013-05-04,2013-08-31,2014-09-23
585,2013-05-04,2013-08-31,2015-08-26
585,2013-05-04,2013-08-31,2016-08-03
585,2013-05-04,2013-08-31,2017-06-04
585,2013-05-04,2013-08-31,2018-02-20
585,2013-05-04,2013-08-31,2018-11-02
585,2013-05-04,2013-08-31,2019-08-08
585,2013-05-04,2013-08-31,2020-03-18
585,2013-05-04,2013-08-31,2020-10-19
585,2013-05-04,2013-08-31,2021-06-15
585,2013-05-04,2013-08-31,2022-01-13
585,2013-05-04,2013-08-31,2022-08-10
585,2013-05-04,2013-08-31,2023-01-20
585,2013-05-04,2013-08-31,2023-07-25
585,2013-05-04,2013-08-31,2023-12-28
586,2012-02-13,2012-07-02,2013-06-13
586,2012-02-13,2012-07-02,2014-07-11
586,2012-02-13,2012-07-02,2015-05-19
586,2012-02-13,2012-07-02,2016-05-28
586,2012-02-13,2012-07-02,2017-01-10
586,2012-02-13,2012-07-02,2017-08-30
586,2012-02-13,2012-07-02,2018-06-22
586,2012-02-13,2012-07-02,2019-04-02
586,2012-02-13,2012-07-02,2019-10-29
586,2012-02-13,2012-07-02,2020-06-05
586,2012-02-13,2012-07-02,2021-01-12
586,2012-02-13,2012-07-02,2021-07-20
586,2012-02-13,2012-07-02,2022-01-22
586,2012-02-13,2012-07-02,2022-07-15
586,2012-02-13,2012-07-02,2022-12-01
586,2012-02-13,2012-07-02,2023-05-01
586,2012-02-13,2012-07-02,2023-09-26
587,2012-05-26,2012-06-15,2013-04-12
587,2012-05-26,2012-06-15,2014-04-21
587,2012-05-26,2012-06-15,2015-03-19
587,2012-05-26,2012-06-15,2015-12-21
587,2012-05-26,2012-06-15,2016-12-02
587,2012-05-26,2012-06-15,2017-08-25
587,2012-05-26,2012-06-15,2018-05-05
587,2012-05-26,2012-06-15,2019-01-23
587,2012-05-26,2012-06-15,2019-10-26
587,2012-05-26,2012-06-15,2020-06-14
587,2012-05-26,2012-06-15,2021-01-21
587,2012-05-26,2012-06-15,2021-07-13
587,2012-05-26,2012-06-15,2022-01-14
587,2012-05-26,2012-06-15,2022-06-27
587,2012-05-26,2012-06-15,2022-12-19
587,2012-05-26,2012-06-15,2023-06-04
587,2012-05-26,2012-06-15,2023-11-20
588,2012-09-18,2012-09-23,2013-08-30
588,2012-09-18,2012-09-23,2014-09-25
588,2012-09-18,2012-09-23,2015-07-01
588,2012-09-18,2012-09-23,2016-05-30
588,2012-09-18,2012-09-23,2017-04-19
588,2012-09-18,2012-09-23,2018-01-16
588,2012-09-18,2012-09-23,2018-08-25
588,2012-09-18,2012-09-23,2019-04-25
588,2012-09-18,2012-09-23,2020-01-17
588,2012-09-18,2012-09-23,2020-09-25
588,2012-09-18,2012-09-23,2021-04-22
588,2012-09-18,2012-09-23,2021-10-13
588,2012-09-18,2012-09-23,2022-05-16
588,2012-09-18,2012-09-23,2022-11-18
588,2012-09-18,2012-09-23,2023-04-14
588,2012-09-18,2012-09-23,2023-09-20
589,2018-01-10,2018-02-16,2019-01-23
589,2018-01-10,2018-02-16,2020-01-16
589,2018-01-10,2018-02-16,2021-01-12
589,2018-01-10,2018-02-16,2021-11-05
589,2018-01-10,2018-02-16,2022-09-26
589,2018-01-10,2018-02-16,2023-05-08
590,2019-05-15,2019-10-28,2020-10-29
590,2019-05-15,2019-10-28,2021-11-14
590,2019-05-15,2019-10-28,2022-10-11
590,2019-05-15,2019-10-28,2023-07-18
591,2010-02-16,2010-07-03,2011-04-24
591,2010-02-16,2010-07-03,2012-04-30
591,2010-02-16,2010-07-03,2013-03-30
591,2010-02-16,2010-07-03,2014-01-28
591,2010-02-16,2010-07-03,2014-12-09
591,2010-02-16,2010-07-03,2015-09-12
591,2010-02-16,2010-07-03,2016-06-14
591,2010-02-16,2010-07-03,2017-03-10
591,2010-02-16,2010-07-03,2017-10-14
591,2010-02-16,2010-07-03,2018-05-03
591,2010-02-16,2010-07-03,2018-10-22
591,2010-02-16,2010-07-03,2019-05-11
591,2010-02-16,2010-07-03,2019-11-23
591,2010-02-16,2010-07-03,2020-04-24
591,2010-02-16,2010-07-03,2020-11-02
591,2010-02-16,2010-07-03,2021-03-27
591,2010-02-16,2010-07-03,2021-07-23
591,2010-02-16,2010-07-03,2022-01-04
591,2010-02-16,2010-07-03,2022-04-22
591,2010-02-16,2010-07-03,2022-09-10
592,2017-12-24,2018-02-15,2019-03-13
592,2017-12-24,2018-02-15,2020-03-01
592,2017-12-24,2018-02-15,2021-01-02
592,2017-12-24,2018-02-15,2021-11-20
592,2017-12-24,2018-02-15,2022-10-06
592,2017-12-24,2018-02-15,2023-06-08
593,2017-11-10,2018-05-01,2019-06-03
593,2017-11-10,2018-05-01,2020-05-21
593,2017-11-10,2018-05-01,2021-03-23
593,2017-11-10,2018-05-01,2022-02-21
593,2017-11-10,2018-05-01,2022-12-21
593,2017-11-10,2018-05-01,2023-08-22
594,2018-03-03,2018-06-10,2019-07-09
594,2018-03-03,2018-06-10,2020-06-20
594,2018-03-03,2018-06-10,2021-06-14
594,2018-03-03,2018-06-10,2022-04-04
594,2018-03-03,2018-06-10,2022-12-19
594,2018-03-03,2018-06-10,2023-11-18
595,2020-08-27,2020-11-21,2021-11-02
595,2020-08-27,2020-11-21,2022-10-23
595,2020-08-27,2020-11-21,2023-10-16
596,2017-05-27,2017-09-12,2018-12-05
596,2017-05-27,2017-09-12,2019-11-06
596,2017-05-27,2017-09-12,2020-08-25
596,2017-05-27,2017-09-12,2021-06-20
596,2017-05-27,2017-09-12,2022-03-27
596,2017-05-27,2017-09-12,2022-12-24
596,2017-05-27,2017-09-12,2023-08-14
597,2010-09-26,2010-10-20,2011-11-02
597,2010-09-26,2010-10-20,2012-08-28
597,2010-09-26,2010-10-20,2013-08-22
597,2010-09-26,2010-10-20,2014-06-01
597,2010-09-26,2010-10-20,2015-02-14
597,2010-09-26,2010-10-20,2015-11-22
597,2010-09-26,2010-10-20,2016-06-25
597,2010-09-26,2010-10-20,2017-03-18
597,2010-09-26,2010-10-20,2017-09-03
597,2010-09-26,2010-10-20,2018-03-26
597,2010-09-26,2010-10-20,2018-12-01
597,2010-09-26,2010-10-20,2019-06-07
597,2010-09-26,2010-10-20,2019-12-06
597,2010-09-26,2010-10-20,2020-06-28
597,2010-09-26,2010-10-20,2020-12-02
597,2010-09-26,2010-10-20,2021-05-26
597,2010-09-26,2010-10-20,2021-11-13
597,2010-09-26,2010-10-20,2022-04-12
597,2010-09-26,2010-10-20,2022-08-05
597,2010-09-26,2010-10-20,2022-12-04
598,2011-01-05,2011-03-27,2012-07-03
598,2011-01-05,2011-03-27,2013-05-21
598,2011-01-05,2011-03-27,2014-07-13
598,2011-01-05,2011-03-27,2015-06-28
598,2011-01-05,2011-03-27,2016-04-17
598,2011-01-05,2011-03-27,2017-01-13
598,2011-01-05,2011-03-27,2017-09-07
598,2011-01-05,2011-03-27,2018-04-28
598,2011-01-05,2011-03-27,2018-11-21
598,2011-01-05,2011-03-27,2019-06-19
598,2011-01-05,2011-03-27,2019-12-09
598,2011-01-05,2011-03-27,2020-05-20
598,2011-01-05,2011-03-27,2020-12-11
598,2011-01-05,2011-03-27,2021-05-03
598,2011-01-05,2011-03-27,2021-10-27
598,2011-01-05,2011-03-27,2022-02-28
598,2011-01-05,2011-03-27,2022-08-02
598,2011-01-05,2011-03-27,2022-12-15
598,2011-01-05,2011-03-27,2023-05-11
598,2011-01-05,2011-03-27,2023-09-06
599,2011-09-28,2012-03-04,2012-12-20
599,2011-09-28,2012-03-04,2013-11-27
599,2011-09-28,2012-03-04,2014-10-28
599,2011-09-28,2012-03-04,2015-08-31
599,2011-09-28,2012-03-04,2016-07-08
599,2011-09-28,2012-03-04,2017-03-27
599,2011-09-28,2012-03-04,2017-11-12
599,2011-09-28,2012-03-04,2018-06-26
599,2011-09-28,2012-03-04,2019-02-07
599,2011-09-28,2012-03-04,2019-09-09
599,2011-09-28,2012-03-04,2020-06-01
599,2011-09-28,2012-03-04,2021-01-12
599,2011-09-28,2012-03-04,2021-07-31
599,2011-09-28,2012-03-04,2022-01-31
599,2011-09-28,2012-03-04,2022-07-21
599,2011-09-28,2012-03-04,2022-12-30
599,2011-09-28,2012-03-04,2023-05-29
599,2011-09-28,2012-03-04,2023-10-16
600,2013-02-03,2013-06-03,2014-05-20
600,2013-02-03,2013-06-03,2015-04-22
600,2013-02-03,2013-06-03,2016-02-18
600,2013-02-03,2013-06-03,2016-12-07
600,2013-02-03,2013-06-03,2017-10-06
600,2013-02-03,2013-06-03,2018-08-01
600,2013-02-03,2013-06-03,2019-04-27
600,2013-02-03,2013-06-03,2020-01-17
600,2013-02-03,2013-06-03,2020-09-23
600,2013-02-03,2013-06-03,2021-04-23
600,2013-02-03,2013-06-03,2021-11-27
600,2013-02-03,2013-06-03,2022-05-07
600,2013-02-03,2013-06-03,2022-11-02
600,2013-02-03,2013-06-03,2023-04-18
600,2013-02-03,2013-06-03,2023-10-28
601,2014-08-21,2014-10-19,2015-08-31
601,2014-08-21,2014-10-19,2016-09-02
601,2014-08-21,2014-10-19,2017-08-25
601,2014-08-21,2014-10-19,2018-06-26
601,2014-08-21,2014-10-19,2019-05-03
601,2014-08-21,2014-10-19,2019-11-24
601,2014-08-21,2014-10-19,2020-06-03
601,2014-08-21,2014-10-19,2021-01-11
601,2014-08-21,2014-10-19,2021-09-11
601,2014-08-21,2014-10-19,2022-05-30
601,2014-08-21,2014-10-19,2022-12-04
601,2014-08-21,2014-10-19,2023-06-07
601,2014-08-21,2014-10-19,2023-12-18
602,2014-08-10,2014-12-16,2015-11-25
602,2014-08-10,2014-12-16,2016-10-21
602,2014-08-10,2014-12-16,2017-10-27
602,2014-08-10,2014-12-16,2018-10-04
602,2014-08-10,2014-12-16,2019-07-20
602,2014-08-10,2014-12-16,2020-06-02
602,2014-08-10,2014-12-16,2021-02-25
602,2014-08-10,2014-12-16,2021-11-20
602,2014-08-10,2014-12-16,2022-06-14
602,2014-08-10,2014-12-16,2023-01-01
602,2014-08-10,2014-12-16,2023-07-10
603,2011-10-19,2012-02-10,2013-02-11
603,2011-10-19,2012-02-10,2014-02-02
603,2011-10-19,2012-02-10,2015-02-26
603,2011-10-19,2012-02-10,2016-01-18
603,2011-10-19,2012-02-10,2016-10-15
603,2011-10-19,2012-02-10,2017-07-13
603,2011-10-19,2012-02-10,2018-05-04
603,2011-10-19,2012-02-10,2019-01-18
603,2011-10-19,2012-02-10,2019-10-04
603,2011-10-19,2012-02-10,2020-04-22
603,2011-10-19,2012-02-10,2020-10-25
603,2011-10-19,2012-02-10,2021-04-20
603,2011-10-19,2012-02-10,2021-10-10
603,2011-10-19,2012-02-10,2022-03-12
603,2011-10-19,2012-02-10,2022-08-27
603,2011-10-19,2012-02-10,2023-02-01
603,2011-10-19,2012-02-10,2023-07-15
603,2011-10-19,2012-02-10,2023-11-04
604,2010-04-30,2010-08-23,2011-09-21
604,2010-04-30,2010-08-23,2012-09-04
604,2010-04-30,2010-08-23,2013-07-26
604,2010-04-30,2010-08-23,2014-07-06
604,2010-04-30,2010-08-23,2015-03-21
604,2010-04-30,2010-08-23,2015-11-29
604,2010-04-30,2010-08-23,2016-07-23
604,2010-04-30,2010-08-23,2017-02-05
604,2010-04-30,2010-08-23,2017-10-02
604,2010-04-30,2010-08-23,2018-05-01
604,2010-04-30,2010-08-23,2018-11-12
604,2010-04-30,2010-08-23,2019-05-13
604,2010-04-30,2010-08-23,2019-11-19
604,2010-04-30,2010-08-23,2020-05-02
604,2010-04-30,2010-08-23,2020-10-23
604,2010-04-30,2010-08-23,2021-04-10
604,2010-04-30,2010-08-23,2021-09-04
604,2010-04-30,2010-08-23,2022-01-21
604,2010-04-30,2010-08-23,2022-06-09
604,2010-04-30,2010-08-23,2022-10-15
605,2012-04-10,2012-04-24,2013-06-11
605,2012-04-10,2012-04-24,2014-05-30
605,2012-04-10,2012-04-24,2015-05-23
605,2012-04-10,2012-04-24,2016-04-08
605,2012-04-10,2012-04-24,2016-12-12
605,2012-04-10,2012-04-24,2017-08-26
605,2012-04-10,2012-04-24,2018-05-09
605,2012-04-10,2012-04-24,2019-01-29
605,2012-04-10,2012-04-24,2019-10-29
605,2012-04-10,2012-04-24,2020-05-20
605,2012-04-10,2012-04-24,2020-12-10
605,2012-04-10,2012-04-24,2021-07-05
605,2012-04-10,2012-04-24,2022-01-01
605,2012-04-10,2012-04-24,2022-07-19
605,2012-04-10,2012-04-24,2022-12-04
605,2012-04-10,2012-04-24,2023-05-16
605,2012-04-10,2012-04-24,2023-10-16
606,2014-12-16,2014-12-25,2015-12-27
606,2014-12-16,2014-12-25,2017-01-05
606,2014-12-16,2014-12-25,2017-11-17
606,2014-12-16,2014-12-25,2018-08-26
606,2014-12-16,2014-12-25,2019-05-17
606,2014-12-16,2014-12-25,2020-01-09
606,2014-12-16,2014-12-25,2020-09-17
606,2014-12-16,2014-12-25,2021-06-02
606,2014-12-16,2014-12-25,2022-01-19
606,2014-12-16,2014-12-25,2022-09-04
606,2014-12-16,2014-12-25,2023-04-29
606,2014-12-16,2014-12-25,2023-11-02
607,2020-01-24,2020-03-04,2021-03-31
607,2020-01-24,2020-03-04,2022-03-02
607,2020-01-24,2020-03-04,2023-01-13
607,2020-01-24,2020-03-04,2023-10-16
608,2012-12-17,2013-01-11,2013-10-24
608,2012-12-17,2013-01-11,2014-11-21
608,2012-12-17,2013-01-11,2015-07-14
608,2012-12-17,2013-01-11,2016-05-25
608,2012-12-17,2013-01-11,2017-02-12
