Device ID,Manufacture Date,Installation Date,Fault Date,Fault Age,Next Fault Date,Fault Interval Days
404,2014-02-05,2014-04-20,2023-02-01,3209,2023-08-11,191.0
405,2010-04-09,2010-07-22,2011-07-21,364,2012-06-13,328.0
405,2010-04-09,2010-07-22,2012-06-13,692,2013-03-30,290.0
405,2010-04-09,2010-07-22,2013-03-30,982,2014-04-06,372.0
405,2010-04-09,2010-07-22,2014-04-06,1354,2014-12-21,259.0
405,2010-04-09,2010-07-22,2014-12-21,1613,2015-09-23,276.0
405,2010-04-09,2010-07-22,2015-09-23,1889,2016-05-20,240.0
405,2010-04-09,2010-07-22,2016-05-20,2129,2017-01-30,255.0
405,2010-04-09,2010-07-22,2017-01-30,2384,2017-08-22,204.0
405,2010-04-09,2010-07-22,2017-08-22,2588,2018-04-21,242.0
405,2010-04-09,2010-07-22,2018-04-21,2830,2018-12-29,252.0
405,2010-04-09,2010-07-22,2018-12-29,3082,2019-06-26,179.0
405,2010-04-09,2010-07-22,2019-06-26,3261,2020-01-21,209.0
405,2010-04-09,2010-07-22,2020-01-21,3470,2020-07-07,168.0
405,2010-04-09,2010-07-22,2020-07-07,3638,2021-01-13,190.0
405,2010-04-09,2010-07-22,2021-01-13,3828,2021-07-21,189.0
405,2010-04-09,2010-07-22,2021-07-21,4017,2021-12-09,141.0
405,2010-04-09,2010-07-22,2021-12-09,4158,2022-04-04,116.0
405,2010-04-09,2010-07-22,2022-04-04,4274,2022-08-25,143.0
405,2010-04-09,2010-07-22,2022-08-25,4417,2022-12-28,125.0
406,2016-01-10,2016-02-17,2017-03-06,383,2018-02-01,332.0
406,2016-01-10,2016-02-17,2018-02-01,715,2018-11-25,297.0
406,2016-01-10,2016-02-17,2018-11-25,1012,2019-11-05,345.0
406,2016-01-10,2016-02-17,2019-11-05,1357,2020-08-30,299.0
406,2016-01-10,2016-02-17,2020-08-30,1656,2021-04-21,234.0
406,2016-01-10,2016-02-17,2021-04-21,1890,2022-01-25,279.0
406,2016-01-10,2016-02-17,2022-01-25,2169,2022-10-10,258.0
406,2016-01-10,2016-02-17,2022-10-10,2427,2023-05-22,224.0
407,2015-02-28,2015-07-12,2016-06-18,342,2017-05-24,340.0
407,2015-02-28,2015-07-12,2017-05-24,682,2018-05-11,352.0
407,2015-02-28,2015-07-12,2018-05-11,1034,2019-03-17,310.0
407,2015-02-28,2015-07-12,2019-03-17,1344,2019-11-23,251.0
407,2015-02-28,2015-07-12,2019-11-23,1595,2020-08-31,282.0
407,2015-02-28,2015-07-12,2020-08-31,1877,2021-05-09,251.0
407,2015-02-28,2015-07-12,2021-05-09,2128,2022-02-02,269.0
407,2015-02-28,2015-07-12,2022-02-02,2397,2022-09-27,237.0
407,2015-02-28,2015-07-12,2022-09-27,2634,2023-05-07,222.0
407,2015-02-28,2015-07-12,2023-05-07,2856,2023-11-09,186.0
408,2018-02-09,2018-03-04,2019-04-08,400,2020-02-18,316.0
408,2018-02-09,2018-03-04,2020-02-18,716,2021-01-07,324.0
408,2018-02-09,2018-03-04,2021-01-07,1040,2021-10-13,279.0
408,2018-02-09,2018-03-04,2021-10-13,1319,2022-06-28,258.0
408,2018-02-09,2018-03-04,2022-06-28,1577,2023-03-31,276.0
408,2018-02-09,2018-03-04,2023-03-31,1853,2023-12-24,268.0
409,2015-04-04,2015-05-21,2016-05-03,348,2017-04-12,344.0
409,2015-04-04,2015-05-21,2017-04-12,692,2018-01-23,286.0
409,2015-04-04,2015-05-21,2018-01-23,978,2018-12-19,330.0
409,2015-04-04,2015-05-21,2018-12-19,1308,2019-10-20,305.0
409,2015-04-04,2015-05-21,2019-10-20,1613,2020-09-01,317.0
409,2015-04-04,2015-05-21,2020-09-01,1930,2021-06-16,288.0
409,2015-04-04,2015-05-21,2021-06-16,2218,2022-02-23,252.0
409,2015-04-04,2015-05-21,2022-02-23,2470,2022-09-29,218.0
409,2015-04-04,2015-05-21,2022-09-29,2688,2023-05-09,222.0
409,2015-04-04,2015-05-21,2023-05-09,2910,2023-11-28,203.0
410,2012-05-27,2012-08-25,2013-09-24,395,2014-08-23,333.0
410,2012-05-27,2012-08-25,2014-08-23,728,2015-05-27,277.0
410,2012-05-27,2012-08-25,2015-05-27,1005,2016-05-12,351.0
410,2012-05-27,2012-08-25,2016-05-12,1356,2017-03-15,307.0
410,2012-05-27,2012-08-25,2017-03-15,1663,2017-12-05,265.0
410,2012-05-27,2012-08-25,2017-12-05,1928,2018-09-04,273.0
410,2012-05-27,2012-08-25,2018-09-04,2201,2019-05-08,246.0
410,2012-05-27,2012-08-25,2019-05-08,2447,2020-01-24,261.0
410,2012-05-27,2012-08-25,2020-01-24,2708,2020-07-16,174.0
410,2012-05-27,2012-08-25,2020-07-16,2882,2021-01-30,198.0
410,2012-05-27,2012-08-25,2021-01-30,3080,2021-09-14,227.0
410,2012-05-27,2012-08-25,2021-09-14,3307,2022-03-27,194.0
410,2012-05-27,2012-08-25,2022-03-27,3501,2022-10-17,204.0
410,2012-05-27,2012-08-25,2022-10-17,3705,2023-03-08,142.0
410,2012-05-27,2012-08-25,2023-03-08,3847,2023-08-25,170.0
411,2010-12-04,2011-01-19,2011-11-18,303,2012-10-21,338.0
411,2010-12-04,2011-01-19,2012-10-21,641,2013-09-12,326.0
411,2010-12-04,2011-01-19,2013-09-12,967,2014-05-31,261.0
411,2010-12-04,2011-01-19,2014-05-31,1228,2015-03-16,289.0
411,2010-12-04,2011-01-19,2015-03-16,1517,2016-01-16,306.0
411,2010-12-04,2011-01-19,2016-01-16,1823,2016-09-26,254.0
411,2010-12-04,2011-01-19,2016-09-26,2077,2017-06-10,257.0
411,2010-12-04,2011-01-19,2017-06-10,2334,2018-02-08,243.0
411,2010-12-04,2011-01-19,2018-02-08,2577,2018-09-19,223.0
411,2010-12-04,2011-01-19,2018-09-19,2800,2019-04-03,196.0
411,2010-12-04,2011-01-19,2019-04-03,2996,2019-11-03,214.0
411,2010-12-04,2011-01-19,2019-11-03,3210,2020-04-10,159.0
411,2010-12-04,2011-01-19,2020-04-10,3369,2020-10-07,180.0
411,2010-12-04,2011-01-19,2020-10-07,3549,2021-04-19,194.0
411,2010-12-04,2011-01-19,2021-04-19,3743,2021-09-18,152.0
411,2010-12-04,2011-01-19,2021-09-18,3895,2022-02-05,140.0
411,2010-12-04,2011-01-19,2022-02-05,4035,2022-07-09,154.0
411,2010-12-04,2011-01-19,2022-07-09,4189,2022-11-23,137.0
411,2010-12-04,2011-01-19,2022-11-23,4326,2023-04-09,137.0
412,2020-05-05,2020-08-20,2021-08-21,366,2022-05-10,262.0
412,2020-05-05,2020-08-20,2022-05-10,628,2023-05-14,369.0
413,2017-11-09,2018-03-29,2019-05-14,411,2019-12-21,221.0
413,2017-11-09,2018-03-29,2019-12-21,632,2020-11-30,345.0
413,2017-11-09,2018-03-29,2020-11-30,977,2021-09-22,296.0
413,2017-11-09,2018-03-29,2021-09-22,1273,2022-06-12,263.0
413,2017-11-09,2018-03-29,2022-06-12,1536,2023-03-23,284.0
413,2017-11-09,2018-03-29,2023-03-23,1820,2023-12-09,261.0
414,2018-11-09,2019-03-30,2020-03-31,367,2021-01-31,306.0
414,2018-11-09,2019-03-30,2021-01-31,673,2021-12-06,309.0
414,2018-11-09,2019-03-30,2021-12-06,982,2022-09-20,288.0
414,2018-11-09,2019-03-30,2022-09-20,1270,2023-05-22,244.0
415,2020-05-19,2020-08-31,2021-08-23,357,2022-09-21,394.0
415,2020-05-19,2020-08-31,2022-09-21,751,2023-07-24,306.0
416,2012-08-14,2012-12-03,2013-10-20,321,2014-10-03,348.0
416,2012-08-14,2012-12-03,2014-10-03,669,2015-10-05,367.0
416,2012-08-14,2012-12-03,2015-10-05,1036,2016-10-09,370.0
416,2012-08-14,2012-12-03,2016-10-09,1406,2017-08-01,296.0
416,2012-08-14,2012-12-03,2017-08-01,1702,2018-05-03,275.0
416,2012-08-14,2012-12-03,2018-05-03,1977,2018-12-31,242.0
416,2012-08-14,2012-12-03,2018-12-31,2219,2019-08-22,234.0
416,2012-08-14,2012-12-03,2019-08-22,2453,2020-04-23,245.0
416,2012-08-14,2012-12-03,2020-04-23,2698,2020-11-19,210.0
416,2012-08-14,2012-12-03,2020-11-19,2908,2021-06-09,202.0
416,2012-08-14,2012-12-03,2021-06-09,3110,2021-12-20,194.0
416,2012-08-14,2012-12-03,2021-12-20,3304,2022-06-11,173.0
416,2012-08-14,2012-12-03,2022-06-11,3477,2022-12-01,173.0
416,2012-08-14,2012-12-03,2022-12-01,3650,2023-04-11,131.0
416,2012-08-14,2012-12-03,2023-04-11,3781,2023-09-24,166.0
417,2014-09-01,2014-12-14,2015-11-23,344,2016-11-16,359.0
417,2014-09-01,2014-12-14,2016-11-16,703,2017-11-05,354.0
417,2014-09-01,2014-12-14,2017-11-05,1057,2018-10-17,346.0
417,2014-09-01,2014-12-14,2018-10-17,1403,2019-07-24,280.0
417,2014-09-01,2014-12-14,2019-07-24,1683,2020-03-03,223.0
417,2014-09-01,2014-12-14,2020-03-03,1906,2020-11-25,267.0
417,2014-09-01,2014-12-14,2020-11-25,2173,2021-08-01,249.0
417,2014-09-01,2014-12-14,2021-08-01,2422,2022-03-13,224.0
417,2014-09-01,2014-12-14,2022-03-13,2646,2022-10-16,217.0
417,2014-09-01,2014-12-14,2022-10-16,2863,2023-05-15,211.0
417,2014-09-01,2014-12-14,2023-05-15,3074,2023-12-04,203.0
418,2010-06-10,2010-08-09,2011-08-01,357,2012-07-24,358.0
418,2010-06-10,2010-08-09,2012-07-24,715,2013-06-05,316.0
418,2010-06-10,2010-08-09,2013-06-05,1031,2014-04-29,328.0
418,2010-06-10,2010-08-09,2014-04-29,1359,2015-01-26,272.0
418,2010-06-10,2010-08-09,2015-01-26,1631,2015-10-30,277.0
418,2010-06-10,2010-08-09,2015-10-30,1908,2016-06-04,218.0
418,2010-06-10,2010-08-09,2016-06-04,2126,2017-01-29,239.0
418,2010-06-10,2010-08-09,2017-01-29,2365,2017-10-04,248.0
418,2010-06-10,2010-08-09,2017-10-04,2613,2018-04-20,198.0
418,2010-06-10,2010-08-09,2018-04-20,2811,2018-11-10,204.0
418,2010-06-10,2010-08-09,2018-11-10,3015,2019-04-10,151.0
418,2010-06-10,2010-08-09,2019-04-10,3166,2019-09-22,165.0
418,2010-06-10,2010-08-09,2019-09-22,3331,2020-03-02,162.0
418,2010-06-10,2010-08-09,2020-03-02,3493,2020-08-24,175.0
418,2010-06-10,2010-08-09,2020-08-24,3668,2021-02-09,169.0
418,2010-06-10,2010-08-09,2021-02-09,3837,2021-07-13,154.0
418,2010-06-10,2010-08-09,2021-07-13,3991,2021-11-30,140.0
418,2010-06-10,2010-08-09,2021-11-30,4131,2022-04-12,133.0
418,2010-06-10,2010-08-09,2022-04-12,4264,2022-08-30,140.0
419,2014-05-23,2014-11-10,2015-11-17,372,2016-10-15,333.0
419,2014-05-23,2014-11-10,2016-10-15,705,2017-10-18,368.0
419,2014-05-23,2014-11-10,2017-10-18,1073,2018-10-18,365.0
419,2014-05-23,2014-11-10,2018-10-18,1438,2019-06-25,250.0
419,2014-05-23,2014-11-10,2019-06-25,1688,2020-04-06,286.0
419,2014-05-23,2014-11-10,2020-04-06,1974,2021-03-08,336.0
419,2014-05-23,2014-11-10,2021-03-08,2310,2021-11-08,245.0
419,2014-05-23,2014-11-10,2021-11-08,2555,2022-06-23,227.0
419,2014-05-23,2014-11-10,2022-06-23,2782,2023-01-20,211.0
419,2014-05-23,2014-11-10,2023-01-20,2993,2023-08-18,210.0
420,2017-10-19,2018-01-27,2018-12-12,319,2019-11-23,346.0
420,2017-10-19,2018-01-27,2019-11-23,665,2020-08-03,254.0
420,2017-10-19,2018-01-27,2020-08-03,919,2021-06-07,308.0
420,2017-10-19,2018-01-27,2021-06-07,1227,2022-03-04,270.0
420,2017-10-19,2018-01-27,2022-03-04,1497,2022-12-21,292.0
420,2017-10-19,2018-01-27,2022-12-21,1789,2023-07-31,222.0
421,2011-02-02,2011-04-11,2012-05-15,400,2013-03-30,319.0
421,2011-02-02,2011-04-11,2013-03-30,719,2013-12-18,263.0
421,2011-02-02,2011-04-11,2013-12-18,982,2014-11-02,319.0
421,2011-02-02,2011-04-11,2014-11-02,1301,2015-08-05,276.0
421,2011-02-02,2011-04-11,2015-08-05,1577,2016-05-04,273.0
421,2011-02-02,2011-04-11,2016-05-04,1850,2017-01-03,244.0
421,2011-02-02,2011-04-11,2017-01-03,2094,2017-10-29,299.0
421,2011-02-02,2011-04-11,2017-10-29,2393,2018-05-14,197.0
421,2011-02-02,2011-04-11,2018-05-14,2590,2019-02-24,286.0
421,2011-02-02,2011-04-11,2019-02-24,2876,2019-09-11,199.0
421,2011-02-02,2011-04-11,2019-09-11,3075,2020-03-29,200.0
421,2011-02-02,2011-04-11,2020-03-29,3275,2020-09-19,174.0
421,2011-02-02,2011-04-11,2020-09-19,3449,2021-03-03,165.0
421,2011-02-02,2011-04-11,2021-03-03,3614,2021-08-03,153.0
421,2011-02-02,2011-04-11,2021-08-03,3767,2022-01-18,168.0
421,2011-02-02,2011-04-11,2022-01-18,3935,2022-05-26,128.0
421,2011-02-02,2011-04-11,2022-05-26,4063,2022-10-20,147.0
421,2011-02-02,2011-04-11,2022-10-20,4210,2023-02-02,105.0
421,2011-02-02,2011-04-11,2023-02-02,4315,2023-06-14,132.0
422,2013-07-24,2013-12-04,2015-01-03,395,2015-10-29,299.0
422,2013-07-24,2013-12-04,2015-10-29,694,2016-10-12,349.0
422,2013-07-24,2013-12-04,2016-10-12,1043,2017-08-17,309.0
422,2013-07-24,2013-12-04,2017-08-17,1352,2018-07-20,337.0
422,2013-07-24,2013-12-04,2018-07-20,1689,2019-03-26,249.0
422,2013-07-24,2013-12-04,2019-03-26,1938,2020-02-20,331.0
422,2013-07-24,2013-12-04,2020-02-20,2269,2020-08-21,183.0
422,2013-07-24,2013-12-04,2020-08-21,2452,2021-04-01,223.0
422,2013-07-24,2013-12-04,2021-04-01,2675,2021-09-29,181.0
422,2013-07-24,2013-12-04,2021-09-29,2856,2022-06-03,247.0
422,2013-07-24,2013-12-04,2022-06-03,3103,2022-12-09,189.0
422,2013-07-24,2013-12-04,2022-12-09,3292,2023-06-08,181.0
422,2013-07-24,2013-12-04,2023-06-08,3473,2023-12-07,182.0
423,2012-03-26,2012-07-24,2013-07-02,343,2014-04-30,302.0
423,2012-03-26,2012-07-24,2014-04-30,645,2015-03-31,335.0
423,2012-03-26,2012-07-24,2015-03-31,980,2016-02-17,323.0
423,2012-03-26,2012-07-24,2016-02-17,1303,2016-12-27,314.0
423,2012-03-26,2012-07-24,2016-12-27,1617,2017-11-21,329.0
423,2012-03-26,2012-07-24,2017-11-21,1946,2018-06-11,202.0
423,2012-03-26,2012-07-24,2018-06-11,2148,2019-02-11,245.0
423,2012-03-26,2012-07-24,2019-02-11,2393,2019-10-30,261.0
423,2012-03-26,2012-07-24,2019-10-30,2654,2020-06-02,216.0
423,2012-03-26,2012-07-24,2020-06-02,2870,2020-11-08,159.0
423,2012-03-26,2012-07-24,2020-11-08,3029,2021-04-30,173.0
423,2012-03-26,2012-07-24,2021-04-30,3202,2021-11-11,195.0
423,2012-03-26,2012-07-24,2021-11-11,3397,2022-05-14,184.0
423,2012-03-26,2012-07-24,2022-05-14,3581,2022-11-10,180.0
423,2012-03-26,2012-07-24,2022-11-10,3761,2023-04-05,146.0
423,2012-03-26,2012-07-24,2023-04-05,3907,2023-09-06,154.0
424,2020-12-01,2021-01-07,2022-01-16,374,2022-12-28,346.0
424,2020-12-01,2021-01-07,2022-12-28,720,2023-10-22,298.0
425,2014-03-08,2014-05-19,2015-03-17,302,2016-02-23,343.0
425,2014-03-08,2014-05-19,2016-02-23,645,2016-12-20,301.0
425,2014-03-08,2014-05-19,2016-12-20,946,2017-12-25,370.0
425,2014-03-08,2014-05-19,2017-12-25,1316,2018-10-31,310.0
425,2014-03-08,2014-05-19,2018-10-31,1626,2019-07-16,258.0
425,2014-03-08,2014-05-19,2019-07-16,1884,2020-03-26,254.0
425,2014-03-08,2014-05-19,2020-03-26,2138,2021-01-14,294.0
425,2014-03-08,2014-05-19,2021-01-14,2432,2021-08-11,209.0
425,2014-03-08,2014-05-19,2021-08-11,2641,2022-02-08,181.0
425,2014-03-08,2014-05-19,2022-02-08,2822,2022-09-12,216.0
425,2014-03-08,2014-05-19,2022-09-12,3038,2023-04-04,204.0
425,2014-03-08,2014-05-19,2023-04-04,3242,2023-10-20,199.0
426,2015-04-04,2015-08-09,2016-10-11,429,2017-07-20,282.0
426,2015-04-04,2015-08-09,2017-07-20,711,2018-05-02,286.0
426,2015-04-04,2015-08-09,2018-05-02,997,2019-03-28,330.0
426,2015-04-04,2015-08-09,2019-03-28,1327,2019-12-13,260.0
426,2015-04-04,2015-08-09,2019-12-13,1587,2020-08-06,237.0
426,2015-04-04,2015-08-09,2020-08-06,1824,2021-06-16,314.0
426,2015-04-04,2015-08-09,2021-06-16,2138,2022-01-09,207.0
426,2015-04-04,2015-08-09,2022-01-09,2345,2022-08-25,228.0
426,2015-04-04,2015-08-09,2022-08-25,2573,2023-04-04,222.0
426,2015-04-04,2015-08-09,2023-04-04,2795,2023-11-29,239.0
427,2013-11-16,2014-03-02,2015-03-17,380,2016-01-24,313.0
427,2013-11-16,2014-03-02,2016-01-24,693,2017-01-05,347.0
427,2013-11-16,2014-03-02,2017-01-05,1040,2017-10-12,280.0
427,2013-11-16,2014-03-02,2017-10-12,1320,2018-09-15,338.0
427,2013-11-16,2014-03-02,2018-09-15,1658,2019-05-22,249.0
427,2013-11-16,2014-03-02,2019-05-22,1907,2019-12-04,196.0
427,2013-11-16,2014-03-02,2019-12-04,2103,2020-07-21,230.0
427,2013-11-16,2014-03-02,2020-07-21,2333,2021-03-09,231.0
427,2013-11-16,2014-03-02,2021-03-09,2564,2021-11-12,248.0
427,2013-11-16,2014-03-02,2021-11-12,2812,2022-05-15,184.0
427,2013-11-16,2014-03-02,2022-05-15,2996,2022-11-07,176.0
427,2013-11-16,2014-03-02,2022-11-07,3172,2023-06-04,209.0
427,2013-11-16,2014-03-02,2023-06-04,3381,2023-11-06,155.0
428,2013-03-04,2013-06-04,2014-05-29,359,2015-05-16,352.0
428,2013-03-04,2013-06-04,2015-05-16,711,2016-03-12,301.0
428,2013-03-04,2013-06-04,2016-03-12,1012,2016-12-17,280.0
428,2013-03-04,2013-06-04,2016-12-17,1292,2017-10-17,304.0
428,2013-03-04,2013-06-04,2017-10-17,1596,2018-06-26,252.0
428,2013-03-04,2013-06-04,2018-06-26,1848,2019-02-08,227.0
428,2013-03-04,2013-06-04,2019-02-08,2075,2019-11-17,282.0
428,2013-03-04,2013-06-04,2019-11-17,2357,2020-07-21,247.0
428,2013-03-04,2013-06-04,2020-07-21,2604,2021-04-08,261.0
428,2013-03-04,2013-06-04,2021-04-08,2865,2021-11-18,224.0
428,2013-03-04,2013-06-04,2021-11-18,3089,2022-05-08,171.0
428,2013-03-04,2013-06-04,2022-05-08,3260,2022-11-12,188.0
428,2013-03-04,2013-06-04,2022-11-12,3448,2023-04-19,158.0
428,2013-03-04,2013-06-04,2023-04-19,3606,2023-09-05,139.0
429,2013-05-03,2013-06-03,2014-07-08,400,2015-06-25,352.0
429,2013-05-03,2013-06-03,2015-06-25,752,2016-03-29,278.0
429,2013-05-03,2013-06-03,2016-03-29,1030,2017-01-16,293.0
429,2013-05-03,2013-06-03,2017-01-16,1323,2017-10-31,288.0
429,2013-05-03,2013-06-03,2017-10-31,1611,2018-06-18,230.0
429,2013-05-03,2013-06-03,2018-06-18,1841,2019-03-28,283.0
429,2013-05-03,2013-06-03,2019-03-28,2124,2019-11-26,243.0
429,2013-05-03,2013-06-03,2019-11-26,2367,2020-06-15,202.0
429,2013-05-03,2013-06-03,2020-06-15,2569,2020-12-23,191.0
429,2013-05-03,2013-06-03,2020-12-23,2760,2021-08-17,237.0
429,2013-05-03,2013-06-03,2021-08-17,2997,2022-02-26,193.0
429,2013-05-03,2013-06-03,2022-02-26,3190,2022-09-26,212.0
429,2013-05-03,2013-06-03,2022-09-26,3402,2023-04-20,206.0
429,2013-05-03,2013-06-03,2023-04-20,3608,2023-10-21,184.0
430,2011-02-05,2011-06-07,2012-03-06,273,2013-03-02,361.0
430,2011-02-05,2011-06-07,2013-03-02,634,2014-04-05,399.0
430,2011-02-05,2011-06-07,2014-04-05,1033,2015-02-06,307.0
430,2011-02-05,2011-06-07,2015-02-06,1340,2015-09-27,233.0
430,2011-02-05,2011-06-07,2015-09-27,1573,2016-06-13,260.0
430,2011-02-05,2011-06-07,2016-06-13,1833,2017-02-27,259.0
430,2011-02-05,2011-06-07,2017-02-27,2092,2017-10-07,222.0
430,2011-02-05,2011-06-07,2017-10-07,2314,2018-04-02,177.0
430,2011-02-05,2011-06-07,2018-04-02,2491,2018-11-14,226.0
430,2011-02-05,2011-06-07,2018-11-14,2717,2019-06-01,199.0
430,2011-02-05,2011-06-07,2019-06-01,2916,2020-01-28,241.0
430,2011-02-05,2011-06-07,2020-01-28,3157,2020-08-09,194.0
430,2011-02-05,2011-06-07,2020-08-09,3351,2021-02-15,190.0
430,2011-02-05,2011-06-07,2021-02-15,3541,2021-08-03,169.0
430,2011-02-05,2011-06-07,2021-08-03,3710,2022-01-13,163.0
430,2011-02-05,2011-06-07,2022-01-13,3873,2022-05-20,127.0
430,2011-02-05,2011-06-07,2022-05-20,4000,2022-09-27,130.0
430,2011-02-05,2011-06-07,2022-09-27,4130,2023-02-27,153.0
430,2011-02-05,2011-06-07,2023-02-27,4283,2023-07-10,133.0
431,2011-10-02,2012-02-16,2013-01-31,350,2014-01-28,362.0
431,2011-10-02,2012-02-16,2014-01-28,712,2015-01-05,342.0
431,2011-10-02,2012-02-16,2015-01-05,1054,2016-01-08,368.0
431,2011-10-02,2012-02-16,2016-01-08,1422,2016-10-25,291.0
431,2011-10-02,2012-02-16,2016-10-25,1713,2017-06-24,242.0
431,2011-10-02,2012-02-16,2017-06-24,1955,2018-03-05,254.0
431,2011-10-02,2012-02-16,2018-03-05,2209,2018-11-18,258.0
431,2011-10-02,2012-02-16,2018-11-18,2467,2019-07-28,252.0
431,2011-10-02,2012-02-16,2019-07-28,2719,2020-01-25,181.0
431,2011-10-02,2012-02-16,2020-01-25,2900,2020-08-23,211.0
431,2011-10-02,2012-02-16,2020-08-23,3111,2021-02-16,177.0
431,2011-10-02,2012-02-16,2021-02-16,3288,2021-08-09,174.0
431,2011-10-02,2012-02-16,2021-08-09,3462,2022-02-15,190.0
431,2011-10-02,2012-02-16,2022-02-15,3652,2022-08-11,177.0
431,2011-10-02,2012-02-16,2022-08-11,3829,2023-01-02,144.0
431,2011-10-02,2012-02-16,2023-01-02,3973,2023-05-27,145.0
431,2011-10-02,2012-02-16,2023-05-27,4118,2023-10-06,132.0
432,2018-07-02,2018-08-22,2019-09-01,375,2020-07-12,315.0
432,2018-07-02,2018-08-22,2020-07-12,690,2021-07-17,370.0
432,2018-07-02,2018-08-22,2021-07-17,1060,2022-06-30,348.0
432,2018-07-02,2018-08-22,2022-06-30,1408,2023-06-04,339.0
433,2017-06-28,2017-07-27,2018-08-21,390,2019-07-18,331.0
433,2017-06-28,2017-07-27,2019-07-18,721,2020-05-31,318.0
433,2017-06-28,2017-07-27,2020-05-31,1039,2021-03-26,299.0
433,2017-06-28,2017-07-27,2021-03-26,1338,2021-12-30,279.0
433,2017-06-28,2017-07-27,2021-12-30,1617,2022-11-05,310.0
433,2017-06-28,2017-07-27,2022-11-05,1927,2023-07-22,259.0
434,2011-04-05,2011-05-15,2012-06-07,389,2013-04-08,305.0
434,2011-04-05,2011-05-15,2013-04-08,694,2014-01-03,270.0
434,2011-04-05,2011-05-15,2014-01-03,964,2014-10-03,273.0
434,2011-04-05,2011-05-15,2014-10-03,1237,2015-07-14,284.0
434,2011-04-05,2011-05-15,2015-07-14,1521,2016-04-24,285.0
434,2011-04-05,2011-05-15,2016-04-24,1806,2016-12-28,248.0
434,2011-04-05,2011-05-15,2016-12-28,2054,2017-09-24,270.0
434,2011-04-05,2011-05-15,2017-09-24,2324,2018-05-07,225.0
434,2011-04-05,2011-05-15,2018-05-07,2549,2018-12-24,231.0
434,2011-04-05,2011-05-15,2018-12-24,2780,2019-07-27,215.0
434,2011-04-05,2011-05-15,2019-07-27,2995,2020-03-18,235.0
434,2011-04-05,2011-05-15,2020-03-18,3230,2020-09-03,169.0
434,2011-04-05,2011-05-15,2020-09-03,3399,2021-04-09,218.0
434,2011-04-05,2011-05-15,2021-04-09,3617,2021-09-13,157.0
434,2011-04-05,2011-05-15,2021-09-13,3774,2022-01-28,137.0
434,2011-04-05,2011-05-15,2022-01-28,3911,2022-06-24,147.0
434,2011-04-05,2011-05-15,2022-06-24,4058,2022-12-30,189.0
434,2011-04-05,2011-05-15,2022-12-30,4247,2023-05-23,144.0
434,2011-04-05,2011-05-15,2023-05-23,4391,2023-10-02,132.0
435,2012-08-12,2012-09-22,2013-10-21,394,2014-09-02,316.0
435,2012-08-12,2012-09-22,2014-09-02,710,2015-08-04,336.0
435,2012-08-12,2012-09-22,2015-08-04,1046,2016-06-06,307.0
435,2012-08-12,2012-09-22,2016-06-06,1353,2017-05-15,343.0
435,2012-08-12,2012-09-22,2017-05-15,1696,2018-02-08,269.0
435,2012-08-12,2012-09-22,2018-02-08,1965,2018-10-13,247.0
435,2012-08-12,2012-09-22,2018-10-13,2212,2019-05-16,215.0
435,2012-08-12,2012-09-22,2019-05-16,2427,2020-01-06,235.0
435,2012-08-12,2012-09-22,2020-01-06,2662,2020-08-18,225.0
435,2012-08-12,2012-09-22,2020-08-18,2887,2021-02-16,182.0
435,2012-08-12,2012-09-22,2021-02-16,3069,2021-09-09,205.0
435,2012-08-12,2012-09-22,2021-09-09,3274,2022-03-18,190.0
435,2012-08-12,2012-09-22,2022-03-18,3464,2022-09-27,193.0
435,2012-08-12,2012-09-22,2022-09-27,3657,2023-03-30,184.0
435,2012-08-12,2012-09-22,2023-03-30,3841,2023-09-02,156.0
436,2020-10-29,2020-11-09,2021-10-09,334,2022-11-20,407.0
436,2020-10-29,2020-11-09,2022-11-20,741,2023-10-15,329.0
437,2011-04-15,2011-09-13,2012-09-30,383,2013-10-04,369.0
437,2011-04-15,2011-09-13,2013-10-04,752,2014-09-23,354.0
437,2011-04-15,2011-09-13,2014-09-23,1106,2015-06-17,267.0
437,2011-04-15,2011-09-13,2015-06-17,1373,2016-04-10,298.0
437,2011-04-15,2011-09-13,2016-04-10,1671,2016-12-05,239.0
437,2011-04-15,2011-09-13,2016-12-05,1910,2017-08-14,252.0
437,2011-04-15,2011-09-13,2017-08-14,2162,2018-05-03,262.0
437,2011-04-15,2011-09-13,2018-05-03,2424,2018-11-27,208.0
437,2011-04-15,2011-09-13,2018-11-27,2632,2019-07-18,233.0
437,2011-04-15,2011-09-13,2019-07-18,2865,2020-01-10,176.0
437,2011-04-15,2011-09-13,2020-01-10,3041,2020-08-18,221.0
437,2011-04-15,2011-09-13,2020-08-18,3262,2021-02-07,173.0
437,2011-04-15,2011-09-13,2021-02-07,3435,2021-07-15,158.0
437,2011-04-15,2011-09-13,2021-07-15,3593,2021-12-06,144.0
437,2011-04-15,2011-09-13,2021-12-06,3737,2022-05-06,151.0
437,2011-04-15,2011-09-13,2022-05-06,3888,2022-09-06,123.0
437,2011-04-15,2011-09-13,2022-09-06,4011,2023-01-21,137.0
437,2011-04-15,2011-09-13,2023-01-21,4148,2023-06-23,153.0
437,2011-04-15,2011-09-13,2023-06-23,4301,2023-10-28,127.0
438,2019-06-09,2019-06-10,2020-04-27,322,2021-04-17,355.0
438,2019-06-09,2019-06-10,2021-04-17,677,2022-03-15,332.0
