设备编号,出厂日期,安装日期,故障日期,事件,观测结束日期,持续时间
38,2002-02-12,2002-03-26,2005-03-12,1,2005-03-12,1082
38,2002-02-12,2002-03-26,2006-07-02,1,2006-07-02,1559
38,2002-02-12,2002-03-26,2006-11-12,1,2006-11-12,1692
38,2002-02-12,2002-03-26,2007-07-17,1,2007-07-17,1939
38,2002-02-12,2002-03-26,2007-11-25,1,2007-11-25,2070
38,2002-02-12,2002-03-26,2008-04-12,1,2008-04-12,2209
38,2002-02-12,2002-03-26,2009-10-08,1,2009-10-08,2753
38,2002-02-12,2002-03-26,2010-06-06,1,2010-06-06,2994
38,2002-02-12,2002-03-26,2010-11-03,1,2010-11-03,3144
38,2002-02-12,2002-03-26,2011-01-31,1,2011-01-31,3233
38,2002-02-12,2002-03-26,2011-03-04,1,2011-03-04,3265
38,2002-02-12,2002-03-26,2011-03-26,1,2011-03-26,3287
38,2002-02-12,2002-03-26,2011-05-29,1,2011-05-29,3351
38,2002-02-12,2002-03-26,2011-12-27,1,2011-12-27,3563
38,2002-02-12,2002-03-26,2012-02-03,1,2012-02-03,3601
38,2002-02-12,2002-03-26,2012-02-28,1,2012-02-28,3626
38,2002-02-12,2002-03-26,2012-03-13,1,2012-03-13,3640
38,2002-02-12,2002-03-26,2013-02-13,1,2013-02-13,3977
38,2002-02-12,2002-03-26,2013-04-03,1,2013-04-03,4026
38,2002-02-12,2002-03-26,2013-05-13,1,2013-05-13,4066
38,2002-02-12,2002-03-26,2013-08-10,1,2013-08-10,4155
38,2002-02-12,2002-03-26,2014-02-04,1,2014-02-04,4333
38,2002-02-12,2002-03-26,2014-07-12,1,2014-07-12,4491
38,2002-02-12,2002-03-26,2015-10-18,1,2015-10-18,4954
38,2002-02-12,2002-03-26,2016-05-11,1,2016-05-11,5160
38,2002-02-12,2002-03-26,2016-10-06,1,2016-10-06,5308
38,2002-02-12,2002-03-26,2017-05-17,1,2017-05-17,5531
38,2002-02-12,2002-03-26,2017-11-29,1,2017-11-29,5727
38,2002-02-12,2002-03-26,2018-08-18,1,2018-08-18,5989
38,2002-02-12,2002-03-26,2019-01-17,1,2019-01-17,6141
38,2002-02-12,2002-03-26,2019-11-09,1,2019-11-09,6437
38,2002-02-12,2002-03-26,2020-12-27,1,2020-12-27,6851
39,2001-05-02,2001-07-30,2001-10-17,1,2001-10-17,79
39,2001-05-02,2001-07-30,2001-12-15,1,2001-12-15,138
39,2001-05-02,2001-07-30,2002-06-15,1,2002-06-15,320
39,2001-05-02,2001-07-30,2002-12-11,1,2002-12-11,499
39,2001-05-02,2001-07-30,2002-12-15,1,2002-12-15,503
39,2001-05-02,2001-07-30,2003-08-19,1,2003-08-19,750
39,2001-05-02,2001-07-30,2003-10-03,1,2003-10-03,795
39,2001-05-02,2001-07-30,2003-10-13,1,2003-10-13,805
39,2001-05-02,2001-07-30,2003-11-11,1,2003-11-11,834
39,2001-05-02,2001-07-30,2004-05-21,1,2004-05-21,1026
39,2001-05-02,2001-07-30,2004-10-01,1,2004-10-01,1159
39,2001-05-02,2001-07-30,2005-09-03,1,2005-09-03,1496
39,2001-05-02,2001-07-30,2005-09-23,1,2005-09-23,1516
39,2001-05-02,2001-07-30,2006-08-07,1,2006-08-07,1834
39,2001-05-02,2001-07-30,2007-02-12,1,2007-02-12,2023
39,2001-05-02,2001-07-30,2007-03-27,1,2007-03-27,2066
39,2001-05-02,2001-07-30,2007-11-22,1,2007-11-22,2306
39,2001-05-02,2001-07-30,2008-07-22,1,2008-07-22,2549
39,2001-05-02,2001-07-30,2008-08-11,1,2008-08-11,2569
39,2001-05-02,2001-07-30,2008-10-05,1,2008-10-05,2624
39,2001-05-02,2001-07-30,2009-04-06,1,2009-04-06,2807
39,2001-05-02,2001-07-30,2009-07-01,1,2009-07-01,2893
39,2001-05-02,2001-07-30,2010-03-18,1,2010-03-18,3153
39,2001-05-02,2001-07-30,2010-08-03,1,2010-08-03,3291
39,2001-05-02,2001-07-30,2011-07-19,1,2011-07-19,3641
39,2001-05-02,2001-07-30,2011-08-09,1,2011-08-09,3662
39,2001-05-02,2001-07-30,2012-04-03,1,2012-04-03,3900
39,2001-05-02,2001-07-30,2012-07-24,1,2012-07-24,4012
39,2001-05-02,2001-07-30,2012-12-02,1,2012-12-02,4143
39,2001-05-02,2001-07-30,2013-01-31,1,2013-01-31,4203
39,2001-05-02,2001-07-30,2013-03-28,1,2013-03-28,4259
39,2001-05-02,2001-07-30,2013-05-04,1,2013-05-04,4296
39,2001-05-02,2001-07-30,2013-07-27,1,2013-07-27,4380
39,2001-05-02,2001-07-30,2013-09-14,1,2013-09-14,4429
39,2001-05-02,2001-07-30,2013-10-21,1,2013-10-21,4466
39,2001-05-02,2001-07-30,2015-05-31,1,2015-05-31,5053
39,2001-05-02,2001-07-30,2015-09-14,1,2015-09-14,5159
39,2001-05-02,2001-07-30,2016-04-05,1,2016-04-05,5363
39,2001-05-02,2001-07-30,2016-06-28,1,2016-06-28,5447
39,2001-05-02,2001-07-30,2016-11-26,1,2016-11-26,5598
39,2001-05-02,2001-07-30,2017-03-30,1,2017-03-30,5722
39,2001-05-02,2001-07-30,2017-09-16,1,2017-09-16,5892
39,2001-05-02,2001-07-30,2018-05-04,1,2018-05-04,6122
39,2001-05-02,2001-07-30,2018-11-16,1,2018-11-16,6318
39,2001-05-02,2001-07-30,2019-08-01,1,2019-08-01,6576
39,2001-05-02,2001-07-30,2019-08-29,1,2019-08-29,6604
39,2001-05-02,2001-07-30,2019-09-15,1,2019-09-15,6621
39,2001-05-02,2001-07-30,2019-11-28,1,2019-11-28,6695
39,2001-05-02,2001-07-30,2020-03-25,1,2020-03-25,6813
39,2001-05-02,2001-07-30,2020-05-09,1,2020-05-09,6858
40,2010-03-24,2010-06-04,2011-01-18,1,2011-01-18,228
40,2010-03-24,2010-06-04,2012-04-02,1,2012-04-02,668
40,2010-03-24,2010-06-04,2012-11-22,1,2012-11-22,902
40,2010-03-24,2010-06-04,2012-12-12,1,2012-12-12,922
40,2010-03-24,2010-06-04,2013-06-26,1,2013-06-26,1118
40,2010-03-24,2010-06-04,2013-09-29,1,2013-09-29,1213
40,2010-03-24,2010-06-04,2013-11-22,1,2013-11-22,1267
40,2010-03-24,2010-06-04,2014-05-06,1,2014-05-06,1432
40,2010-03-24,2010-06-04,2014-07-09,1,2014-07-09,1496
40,2010-03-24,2010-06-04,2014-11-22,1,2014-11-22,1632
40,2010-03-24,2010-06-04,2015-04-25,1,2015-04-25,1786
40,2010-03-24,2010-06-04,2015-09-07,1,2015-09-07,1921
40,2010-03-24,2010-06-04,2015-09-08,1,2015-09-08,1922
40,2010-03-24,2010-06-04,2015-11-24,1,2015-11-24,1999
40,2010-03-24,2010-06-04,2016-08-31,1,2016-08-31,2280
40,2010-03-24,2010-06-04,2016-11-15,1,2016-11-15,2356
40,2010-03-24,2010-06-04,2017-03-23,1,2017-03-23,2484
40,2010-03-24,2010-06-04,2017-06-07,1,2017-06-07,2560
40,2010-03-24,2010-06-04,2017-07-16,1,2017-07-16,2599
40,2010-03-24,2010-06-04,2017-08-25,1,2017-08-25,2639
40,2010-03-24,2010-06-04,2018-04-30,1,2018-04-30,2887
40,2010-03-24,2010-06-04,2018-10-24,1,2018-10-24,3064
40,2010-03-24,2010-06-04,2020-02-20,1,2020-02-20,3548
40,2010-03-24,2010-06-04,2020-05-28,1,2020-05-28,3646
40,2010-03-24,2010-06-04,2020-11-26,1,2020-11-26,3828
41,2013-12-17,2014-06-08,2014-10-01,1,2014-10-01,115
41,2013-12-17,2014-06-08,2015-09-12,1,2015-09-12,461
41,2013-12-17,2014-06-08,2015-12-30,1,2015-12-30,570
41,2013-12-17,2014-06-08,2017-04-17,1,2017-04-17,1044
41,2013-12-17,2014-06-08,2017-10-08,1,2017-10-08,1218
41,2013-12-17,2014-06-08,2017-10-24,1,2017-10-24,1234
41,2013-12-17,2014-06-08,2017-11-05,1,2017-11-05,1246
41,2013-12-17,2014-06-08,2019-11-01,1,2019-11-01,1972
41,2013-12-17,2014-06-08,2020-01-31,1,2020-01-31,2063
41,2013-12-17,2014-06-08,2020-07-08,1,2020-07-08,2222
41,2013-12-17,2014-06-08,2020-10-17,1,2020-10-17,2323
41,2013-12-17,2014-06-08,2020-11-17,1,2020-11-17,2354
41,2013-12-17,2014-06-08,2020-12-11,1,2020-12-11,2378
42,2006-11-05,2007-04-27,2007-10-11,1,2007-10-11,167
42,2006-11-05,2007-04-27,2008-03-01,1,2008-03-01,309
42,2006-11-05,2007-04-27,2008-05-11,1,2008-05-11,380
42,2006-11-05,2007-04-27,2008-05-19,1,2008-05-19,388
42,2006-11-05,2007-04-27,2008-07-28,1,2008-07-28,458
42,2006-11-05,2007-04-27,2008-10-27,1,2008-10-27,549
42,2006-11-05,2007-04-27,2009-07-08,1,2009-07-08,803
42,2006-11-05,2007-04-27,2010-03-05,1,2010-03-05,1043
42,2006-11-05,2007-04-27,2010-04-19,1,2010-04-19,1088
42,2006-11-05,2007-04-27,2010-06-04,1,2010-06-04,1134
42,2006-11-05,2007-04-27,2010-11-28,1,2010-11-28,1311
42,2006-11-05,2007-04-27,2011-06-05,1,2011-06-05,1500
42,2006-11-05,2007-04-27,2011-10-31,1,2011-10-31,1648
42,2006-11-05,2007-04-27,2011-11-21,1,2011-11-21,1669
42,2006-11-05,2007-04-27,2012-01-20,1,2012-01-20,1729
42,2006-11-05,2007-04-27,2012-01-25,1,2012-01-25,1734
42,2006-11-05,2007-04-27,2012-10-09,1,2012-10-09,1992
42,2006-11-05,2007-04-27,2013-07-31,1,2013-07-31,2287
42,2006-11-05,2007-04-27,2014-10-29,1,2014-10-29,2742
42,2006-11-05,2007-04-27,2014-11-14,1,2014-11-14,2758
42,2006-11-05,2007-04-27,2016-01-14,1,2016-01-14,3184
42,2006-11-05,2007-04-27,2017-04-09,1,2017-04-09,3635
42,2006-11-05,2007-04-27,2020-04-06,1,2020-04-06,4728
43,2018-03-09,2018-07-30,2018-09-22,1,2018-09-22,54
43,2018-03-09,2018-07-30,2018-11-16,1,2018-11-16,109
43,2018-03-09,2018-07-30,2019-06-13,1,2019-06-13,318
43,2018-03-09,2018-07-30,2020-01-03,1,2020-01-03,522
43,2018-03-09,2018-07-30,2020-07-15,1,2020-07-15,716
43,2018-03-09,2018-07-30,2020-10-01,1,2020-10-01,794
44,2006-02-10,2006-06-12,2006-08-15,1,2006-08-15,64
44,2006-02-10,2006-06-12,2007-01-25,1,2007-01-25,227
44,2006-02-10,2006-06-12,2007-10-18,1,2007-10-18,493
44,2006-02-10,2006-06-12,2008-05-20,1,2008-05-20,708
44,2006-02-10,2006-06-12,2008-08-29,1,2008-08-29,809
44,2006-02-10,2006-06-12,2009-01-09,1,2009-01-09,942
44,2006-02-10,2006-06-12,2009-10-02,1,2009-10-02,1208
44,2006-02-10,2006-06-12,2009-11-18,1,2009-11-18,1255
44,2006-02-10,2006-06-12,2010-01-02,1,2010-01-02,1300
44,2006-02-10,2006-06-12,2010-05-01,1,2010-05-01,1419
44,2006-02-10,2006-06-12,2010-08-31,1,2010-08-31,1541
44,2006-02-10,2006-06-12,2010-09-04,1,2010-09-04,1545
44,2006-02-10,2006-06-12,2011-02-07,1,2011-02-07,1701
44,2006-02-10,2006-06-12,2011-05-15,1,2011-05-15,1798
44,2006-02-10,2006-06-12,2011-10-16,1,2011-10-16,1952
44,2006-02-10,2006-06-12,2013-01-01,1,2013-01-01,2395
44,2006-02-10,2006-06-12,2013-03-14,1,2013-03-14,2467
44,2006-02-10,2006-06-12,2013-04-03,1,2013-04-03,2487
44,2006-02-10,2006-06-12,2013-05-14,1,2013-05-14,2528
44,2006-02-10,2006-06-12,2013-07-18,1,2013-07-18,2593
44,2006-02-10,2006-06-12,2014-07-11,1,2014-07-11,2951
44,2006-02-10,2006-06-12,2014-12-01,1,2014-12-01,3094
44,2006-02-10,2006-06-12,2017-07-14,1,2017-07-14,4050
44,2006-02-10,2006-06-12,2017-09-12,1,2017-09-12,4110
44,2006-02-10,2006-06-12,2017-09-24,1,2017-09-24,4122
44,2006-02-10,2006-06-12,2017-11-27,1,2017-11-27,4186
44,2006-02-10,2006-06-12,2020-04-28,1,2020-04-28,5069
44,2006-02-10,2006-06-12,2020-12-28,1,2020-12-28,5313
45,2008-07-16,2008-09-06,2009-02-15,1,2009-02-15,162
45,2008-07-16,2008-09-06,2009-04-13,1,2009-04-13,219
45,2008-07-16,2008-09-06,2010-10-20,1,2010-10-20,774
45,2008-07-16,2008-09-06,2010-12-05,1,2010-12-05,820
45,2008-07-16,2008-09-06,2011-03-06,1,2011-03-06,911
45,2008-07-16,2008-09-06,2011-05-07,1,2011-05-07,973
45,2008-07-16,2008-09-06,2011-11-08,1,2011-11-08,1158
45,2008-07-16,2008-09-06,2012-02-13,1,2012-02-13,1255
45,2008-07-16,2008-09-06,2013-09-01,1,2013-09-01,1821
45,2008-07-16,2008-09-06,2015-05-10,1,2015-05-10,2437
45,2008-07-16,2008-09-06,2015-05-28,1,2015-05-28,2455
45,2008-07-16,2008-09-06,2016-09-13,1,2016-09-13,2929
45,2008-07-16,2008-09-06,2017-06-27,1,2017-06-27,3216
45,2008-07-16,2008-09-06,2018-02-06,1,2018-02-06,3440
45,2008-07-16,2008-09-06,2018-04-28,1,2018-04-28,3521
45,2008-07-16,2008-09-06,2018-11-18,1,2018-11-18,3725
45,2008-07-16,2008-09-06,2019-09-13,1,2019-09-13,4024
45,2008-07-16,2008-09-06,2020-07-28,1,2020-07-28,4343
46,2016-05-30,2016-09-14,2016-11-22,1,2016-11-22,69
46,2016-05-30,2016-09-14,2016-12-28,1,2016-12-28,105
46,2016-05-30,2016-09-14,2017-05-18,1,2017-05-18,246
46,2016-05-30,2016-09-14,2017-07-09,1,2017-07-09,298
46,2016-05-30,2016-09-14,2018-04-11,1,2018-04-11,574
46,2016-05-30,2016-09-14,2018-04-19,1,2018-04-19,582
46,2016-05-30,2016-09-14,2018-07-27,1,2018-07-27,681
46,2016-05-30,2016-09-14,2019-04-24,1,2019-04-24,952
46,2016-05-30,2016-09-14,2019-05-09,1,2019-05-09,967
46,2016-05-30,2016-09-14,2019-12-04,1,2019-12-04,1176
46,2016-05-30,2016-09-14,2020-01-20,1,2020-01-20,1223
46,2016-05-30,2016-09-14,2020-02-13,1,2020-02-13,1247
46,2016-05-30,2016-09-14,2020-04-19,1,2020-04-19,1313
46,2016-05-30,2016-09-14,2020-04-22,1,2020-04-22,1316
46,2016-05-30,2016-09-14,2020-10-17,1,2020-10-17,1494
46,2016-05-30,2016-09-14,2020-12-28,1,2020-12-28,1566
47,2014-07-06,2014-08-10,2014-08-28,1,2014-08-28,18
47,2014-07-06,2014-08-10,2015-10-07,1,2015-10-07,423
47,2014-07-06,2014-08-10,2016-02-08,1,2016-02-08,547
47,2014-07-06,2014-08-10,2016-03-01,1,2016-03-01,569
47,2014-07-06,2014-08-10,2017-02-12,1,2017-02-12,917
47,2014-07-06,2014-08-10,2017-03-05,1,2017-03-05,938
47,2014-07-06,2014-08-10,2017-09-07,1,2017-09-07,1124
47,2014-07-06,2014-08-10,2017-10-27,1,2017-10-27,1174
47,2014-07-06,2014-08-10,2018-02-11,1,2018-02-11,1281
47,2014-07-06,2014-08-10,2018-07-14,1,2018-07-14,1434
47,2014-07-06,2014-08-10,2019-10-10,1,2019-10-10,1887
47,2014-07-06,2014-08-10,2019-12-09,1,2019-12-09,1947
47,2014-07-06,2014-08-10,2020-03-06,1,2020-03-06,2035
47,2014-07-06,2014-08-10,2020-04-15,1,2020-04-15,2075
47,2014-07-06,2014-08-10,2020-06-29,1,2020-06-29,2150
47,2014-07-06,2014-08-10,2020-07-23,1,2020-07-23,2174
47,2014-07-06,2014-08-10,2020-12-12,1,2020-12-12,2316
48,2019-05-03,2019-08-09,2020-01-31,1,2020-01-31,175
48,2019-05-03,2019-08-09,2020-03-18,1,2020-03-18,222
48,2019-05-03,2019-08-09,2020-06-27,1,2020-06-27,323
48,2019-05-03,2019-08-09,2020-07-04,1,2020-07-04,330
48,2019-05-03,2019-08-09,2020-07-11,1,2020-07-11,337
48,2019-05-03,2019-08-09,2020-09-15,1,2020-09-15,403
49,2000-02-14,2000-06-01,2000-12-30,1,2000-12-30,212
49,2000-02-14,2000-06-01,2001-09-11,1,2001-09-11,467
49,2000-02-14,2000-06-01,2001-12-12,1,2001-12-12,559
49,2000-02-14,2000-06-01,2002-08-22,1,2002-08-22,812
49,2000-02-14,2000-06-01,2003-04-13,1,2003-04-13,1046
49,2000-02-14,2000-06-01,2003-10-10,1,2003-10-10,1226
49,2000-02-14,2000-06-01,2003-11-06,1,2003-11-06,1253
49,2000-02-14,2000-06-01,2004-01-05,1,2004-01-05,1313
49,2000-02-14,2000-06-01,2004-05-21,1,2004-05-21,1450
49,2000-02-14,2000-06-01,2005-03-19,1,2005-03-19,1752
49,2000-02-14,2000-06-01,2005-06-19,1,2005-06-19,1844
49,2000-02-14,2000-06-01,2007-02-23,1,2007-02-23,2458
49,2000-02-14,2000-06-01,2007-09-08,1,2007-09-08,2655
49,2000-02-14,2000-06-01,2007-11-14,1,2007-11-14,2722
49,2000-02-14,2000-06-01,2008-04-10,1,2008-04-10,2870
49,2000-02-14,2000-06-01,2008-07-03,1,2008-07-03,2954
49,2000-02-14,2000-06-01,2009-09-13,1,2009-09-13,3391
49,2000-02-14,2000-06-01,2009-09-21,1,2009-09-21,3399
49,2000-02-14,2000-06-01,2009-11-06,1,2009-11-06,3445
49,2000-02-14,2000-06-01,2009-11-24,1,2009-11-24,3463
49,2000-02-14,2000-06-01,2010-09-14,1,2010-09-14,3757
49,2000-02-14,2000-06-01,2010-10-22,1,2010-10-22,3795
49,2000-02-14,2000-06-01,2011-06-23,1,2011-06-23,4039
49,2000-02-14,2000-06-01,2011-11-18,1,2011-11-18,4187
49,2000-02-14,2000-06-01,2012-10-02,1,2012-10-02,4506
49,2000-02-14,2000-06-01,2015-05-11,1,2015-05-11,5457
49,2000-02-14,2000-06-01,2015-06-10,1,2015-06-10,5487
49,2000-02-14,2000-06-01,2015-07-09,1,2015-07-09,5516
49,2000-02-14,2000-06-01,2016-01-07,1,2016-01-07,5698
49,2000-02-14,2000-06-01,2016-01-13,1,2016-01-13,5704
49,2000-02-14,2000-06-01,2016-11-14,1,2016-11-14,6010
49,2000-02-14,2000-06-01,2017-02-07,1,2017-02-07,6095
49,2000-02-14,2000-06-01,2017-05-09,1,2017-05-09,6186
49,2000-02-14,2000-06-01,2017-10-08,1,2017-10-08,6338
49,2000-02-14,2000-06-01,2017-12-22,1,2017-12-22,6413
49,2000-02-14,2000-06-01,2018-02-24,1,2018-02-24,6477
49,2000-02-14,2000-06-01,2018-04-06,1,2018-04-06,6518
49,2000-02-14,2000-06-01,2018-11-20,1,2018-11-20,6746
49,2000-02-14,2000-06-01,2019-08-10,1,2019-08-10,7009
49,2000-02-14,2000-06-01,2020-01-25,1,2020-01-25,7177
49,2000-02-14,2000-06-01,2020-03-13,1,2020-03-13,7225
49,2000-02-14,2000-06-01,2020-10-12,1,2020-10-12,7438
49,2000-02-14,2000-06-01,2020-11-11,1,2020-11-11,7468
50,2012-02-17,2012-04-13,2012-07-28,1,2012-07-28,106
50,2012-02-17,2012-04-13,2012-11-21,1,2012-11-21,222
50,2012-02-17,2012-04-13,2013-01-01,1,2013-01-01,263
50,2012-02-17,2012-04-13,2013-06-22,1,2013-06-22,435
50,2012-02-17,2012-04-13,2015-07-18,1,2015-07-18,1191
50,2012-02-17,2012-04-13,2015-12-25,1,2015-12-25,1351
50,2012-02-17,2012-04-13,2016-07-02,1,2016-07-02,1541
50,2012-02-17,2012-04-13,2016-09-01,1,2016-09-01,1602
50,2012-02-17,2012-04-13,2016-11-10,1,2016-11-10,1672
50,2012-02-17,2012-04-13,2016-12-19,1,2016-12-19,1711
50,2012-02-17,2012-04-13,2017-04-28,1,2017-04-28,1841
50,2012-02-17,2012-04-13,2017-05-26,1,2017-05-26,1869
50,2012-02-17,2012-04-13,2017-11-15,1,2017-11-15,2042
50,2012-02-17,2012-04-13,2018-03-07,1,2018-03-07,2154
50,2012-02-17,2012-04-13,2018-08-30,1,2018-08-30,2330
50,2012-02-17,2012-04-13,2018-09-12,1,2018-09-12,2343
50,2012-02-17,2012-04-13,2019-10-04,1,2019-10-04,2730
50,2012-02-17,2012-04-13,2019-12-28,1,2019-12-28,2815
50,2012-02-17,2012-04-13,2020-02-07,1,2020-02-07,2856
50,2012-02-17,2012-04-13,2020-06-11,1,2020-06-11,2981
51,2018-03-06,2018-07-13,2019-02-11,1,2019-02-11,213
51,2018-03-06,2018-07-13,2019-04-26,1,2019-04-26,287
51,2018-03-06,2018-07-13,2019-06-30,1,2019-06-30,352
51,2018-03-06,2018-07-13,2020-01-10,1,2020-01-10,546
51,2018-03-06,2018-07-13,2020-01-26,1,2020-01-26,562
51,2018-03-06,2018-07-13,2020-04-16,1,2020-04-16,643
51,2018-03-06,2018-07-13,2020-08-11,1,2020-08-11,760
52,2013-05-22,2013-08-22,2013-10-31,1,2013-10-31,70
52,2013-05-22,2013-08-22,2014-08-09,1,2014-08-09,352
52,2013-05-22,2013-08-22,2015-05-10,1,2015-05-10,626
52,2013-05-22,2013-08-22,2015-05-13,1,2015-05-13,629
52,2013-05-22,2013-08-22,2015-06-20,1,2015-06-20,667
52,2013-05-22,2013-08-22,2015-12-27,1,2015-12-27,857
52,2013-05-22,2013-08-22,2016-04-28,1,2016-04-28,980
52,2013-05-22,2013-08-22,2016-05-03,1,2016-05-03,985
52,2013-05-22,2013-08-22,2016-07-22,1,2016-07-22,1065
52,2013-05-22,2013-08-22,2017-01-14,1,2017-01-14,1241
52,2013-05-22,2013-08-22,2019-05-26,1,2019-05-26,2103
52,2013-05-22,2013-08-22,2019-07-06,1,2019-07-06,2144
52,2013-05-22,2013-08-22,2019-08-04,1,2019-08-04,2173
52,2013-05-22,2013-08-22,2019-10-24,1,2019-10-24,2254
52,2013-05-22,2013-08-22,2020-03-16,1,2020-03-16,2398
52,2013-05-22,2013-08-22,2020-09-28,1,2020-09-28,2594
52,2013-05-22,2013-08-22,2020-12-17,1,2020-12-17,2674
53,2015-12-16,2016-01-12,2016-01-12,1,2016-01-12,0
53,2015-12-16,2016-01-12,2016-02-17,1,2016-02-17,36
53,2015-12-16,2016-01-12,2016-03-06,1,2016-03-06,54
53,2015-12-16,2016-01-12,2016-04-24,1,2016-04-24,103
53,2015-12-16,2016-01-12,2016-07-03,1,2016-07-03,173
53,2015-12-16,2016-01-12,2016-07-17,1,2016-07-17,187
53,2015-12-16,2016-01-12,2016-10-18,1,2016-10-18,280
53,2015-12-16,2016-01-12,2016-11-20,1,2016-11-20,313
53,2015-12-16,2016-01-12,2017-04-25,1,2017-04-25,469
53,2015-12-16,2016-01-12,2017-07-19,1,2017-07-19,554
53,2015-12-16,2016-01-12,2018-01-18,1,2018-01-18,737
53,2015-12-16,2016-01-12,2018-10-14,1,2018-10-14,1006
53,2015-12-16,2016-01-12,2018-10-29,1,2018-10-29,1021
53,2015-12-16,2016-01-12,2019-01-23,1,2019-01-23,1107
53,2015-12-16,2016-01-12,2020-12-08,1,2020-12-08,1792
53,2015-12-16,2016-01-12,2020-12-08,1,2020-12-08,1792
54,2009-03-11,2009-07-16,2009-11-06,1,2009-11-06,113
54,2009-03-11,2009-07-16,2010-09-14,1,2010-09-14,425
54,2009-03-11,2009-07-16,2010-11-14,1,2010-11-14,486
54,2009-03-11,2009-07-16,2011-08-10,1,2011-08-10,755
54,2009-03-11,2009-07-16,2011-08-10,1,2011-08-10,755
54,2009-03-11,2009-07-16,2011-12-09,1,2011-12-09,876
54,2009-03-11,2009-07-16,2012-02-16,1,2012-02-16,945
54,2009-03-11,2009-07-16,2012-12-09,1,2012-12-09,1242
54,2009-03-11,2009-07-16,2013-03-11,1,2013-03-11,1334
54,2009-03-11,2009-07-16,2013-03-24,1,2013-03-24,1347
54,2009-03-11,2009-07-16,2013-10-31,1,2013-10-31,1568
54,2009-03-11,2009-07-16,2013-11-02,1,2013-11-02,1570
54,2009-03-11,2009-07-16,2014-01-14,1,2014-01-14,1643
54,2009-03-11,2009-07-16,2014-05-18,1,2014-05-18,1767
54,2009-03-11,2009-07-16,2015-01-16,1,2015-01-16,2010
54,2009-03-11,2009-07-16,2015-03-24,1,2015-03-24,2077
54,2009-03-11,2009-07-16,2015-04-12,1,2015-04-12,2096
54,2009-03-11,2009-07-16,2016-02-19,1,2016-02-19,2409
54,2009-03-11,2009-07-16,2016-02-20,1,2016-02-20,2410
54,2009-03-11,2009-07-16,2017-02-25,1,2017-02-25,2781
54,2009-03-11,2009-07-16,2017-03-17,1,2017-03-17,2801
54,2009-03-11,2009-07-16,2017-04-10,1,2017-04-10,2825
54,2009-03-11,2009-07-16,2017-05-12,1,2017-05-12,2857
54,2009-03-11,2009-07-16,2017-06-09,1,2017-06-09,2885
54,2009-03-11,2009-07-16,2018-03-21,1,2018-03-21,3170
54,2009-03-11,2009-07-16,2019-01-14,1,2019-01-14,3469
54,2009-03-11,2009-07-16,2019-02-16,1,2019-02-16,3502
54,2009-03-11,2009-07-16,2019-03-09,1,2019-03-09,3523
54,2009-03-11,2009-07-16,2019-08-08,1,2019-08-08,3675
54,2009-03-11,2009-07-16,2020-03-11,1,2020-03-11,3891
54,2009-03-11,2009-07-16,2020-08-05,1,2020-08-05,4038
54,2009-03-11,2009-07-16,2020-08-10,1,2020-08-10,4043
55,2019-08-01,2020-01-17,2020-08-29,1,2020-08-29,225
56,2007-01-16,2007-01-18,2007-02-28,1,2007-02-28,41
56,2007-01-16,2007-01-18,2007-03-13,1,2007-03-13,54
56,2007-01-16,2007-01-18,2010-02-08,1,2010-02-08,1117
56,2007-01-16,2007-01-18,2010-06-04,1,2010-06-04,1233
56,2007-01-16,2007-01-18,2011-01-23,1,2011-01-23,1466
56,2007-01-16,2007-01-18,2011-02-10,1,2011-02-10,1484
56,2007-01-16,2007-01-18,2011-06-16,1,2011-06-16,1610
56,2007-01-16,2007-01-18,2011-10-20,1,2011-10-20,1736
56,2007-01-16,2007-01-18,2011-11-12,1,2011-11-12,1759
56,2007-01-16,2007-01-18,2012-01-28,1,2012-01-28,1836
56,2007-01-16,2007-01-18,2013-03-02,1,2013-03-02,2235
56,2007-01-16,2007-01-18,2013-09-28,1,2013-09-28,2445
56,2007-01-16,2007-01-18,2014-05-22,1,2014-05-22,2681
56,2007-01-16,2007-01-18,2015-06-05,1,2015-06-05,3060
56,2007-01-16,2007-01-18,2015-08-10,1,2015-08-10,3126
56,2007-01-16,2007-01-18,2016-05-16,1,2016-05-16,3406
56,2007-01-16,2007-01-18,2016-06-03,1,2016-06-03,3424
56,2007-01-16,2007-01-18,2016-11-05,1,2016-11-05,3579
56,2007-01-16,2007-01-18,2017-03-22,1,2017-03-22,3716
56,2007-01-16,2007-01-18,2017-07-01,1,2017-07-01,3817
56,2007-01-16,2007-01-18,2017-08-12,1,2017-08-12,3859
56,2007-01-16,2007-01-18,2017-11-20,1,2017-11-20,3959
56,2007-01-16,2007-01-18,2018-10-20,1,2018-10-20,4293
56,2007-01-16,2007-01-18,2019-06-13,1,2019-06-13,4529
56,2007-01-16,2007-01-18,2019-09-25,1,2019-09-25,4633
57,2019-07-20,2019-12-09,2020-09-10,1,2020-09-10,276
57,2019-07-20,2019-12-09,2020-09-18,1,2020-09-18,284
58,2009-04-01,2009-04-25,2009-12-09,1,2009-12-09,228
58,2009-04-01,2009-04-25,2009-12-18,1,2009-12-18,237
58,2009-04-01,2009-04-25,2011-04-02,1,2011-04-02,707
58,2009-04-01,2009-04-25,2011-07-24,1,2011-07-24,820
58,2009-04-01,2009-04-25,2011-09-11,1,2011-09-11,869
